line	valence	arousal	dominance
leadership	0.2	-0.04800000000000004	0.368
Integrity	0.22200000000000006	-0.328	0.392
policies I agree on and feeling like they will follow through with those policies	0.25	-0.2584	0.24560000000000004
honest	0.632	-0.2	0.34
Patriot who is not a politician.	0.15999999999999998	-0.027999999999999935	0.21799999999999997
strong	0.36199999999999993	0.027999999999999935	0.308
commitment to principles of freedom	0.3	-0.11199999999999999	0.3333333333333333
Strong Leader	0.305	0.009999999999999964	0.284
honesty	0.48599999999999993	-0.336	0.36199999999999993
truthfull, sys what he means, and keep his word	0.209	-0.257	0.19299999999999995
Sincerity	0.5800000000000001	-0.11600000000000002	0.23800000000000007
Integrity and Leadership	0.21100000000000002	-0.18800000000000003	0.38
Principles and Convictions that match mine	0.10600000000000005	-0.356	0.2689999999999999
Progressive ideals and no one who is arrogant and stupid.	-0.008666666666666692	-0.18666666666666668	0.12066666666666664
Pragmatism	0	0	0
Too many to choose just one	0.209	-0.373	0.23899999999999996
who can shake things up positivly	0.1	-0.16599999999999998	0.281
truthfulness	0	0	0
is not a democrat	0.10800000000000001	0.13000000000000006	0.12200000000000007
changing the USA for the better	0	0	0
economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
consistint polocys i agree with	0.434	-0.27599999999999997	0.38800000000000007
Rebuilding the economy..	0	0	0
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
pro choice	0.2720000000000001	-0.267	0.28800000000000003
Immigration	-0.2	-0.15600000000000006	-0.3
Immigration	-0.2	-0.15600000000000006	-0.3
Not beholden to party	0.22299999999999995	-0.06799999999999998	0.07599999999999998
Qualifications for the job	0.10099999999999998	-0.12400000000000003	0.06300000000000008
women equality	0.35	-0.053999999999999916	0.2
hope for a return to American Greatness.	0.3430000000000001	-0.142	0.249
who will uphold the constitution	0.06933333333333334	-0.324	0.22666666666666668
Trust	0.44800000000000006	-0.14000000000000004	0.39
causes and how they run the country.	0.28200000000000003	0.04800000000000004	0.08800000000000008
Core values aligned with mine	0.23800000000000007	-0.352	0.17799999999999994
Honesty	0.48599999999999993	-0.336	0.36199999999999993
Qualifications	0.07400000000000002	-0.04800000000000004	0.23800000000000007
The candidate represents/values issues that are important to me	0.132	0.0030000000000000235	0.187
Honest leadership	0.41600000000000004	-0.12400000000000003	0.354
good ideas	0.578	-0.26799999999999996	0.28200000000000003
Strong leader who shares my core principles	0.23450000000000004	-0.1635	0.26799999999999996
terror	-0.45	0.2699999999999999	-0.41
Honesty	0.48599999999999993	-0.336	0.36199999999999993
Integrity	0.22200000000000006	-0.328	0.392
honesty	0.48599999999999993	-0.336	0.36199999999999993
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
We need to go back to making American an awesome country	0.2212	-0.1648	0.16279999999999997
Business experience	0.23700000000000002	-0.258	0.22899999999999998
helping people	0.14000000000000004	-0.246	0.08000000000000007
Health care!	0.36999999999999994	-0.304	0.2
Someone who loves america	0	0	0
Focus and economic policy	0.023333333333333334	-0.242	0.14400000000000002
Healthcare reform	-0.019000000000000038	-0.06600000000000002	-0.042999999999999976
not sure	0.32799999999999996	-0.304	0.36400000000000005
leadership	0.2	-0.04800000000000004	0.368
Giving america a fresh start	0.308	-0.28400000000000003	0.17800000000000005
Supreme Court Nominees	-0.03400000000000003	-0.129	0.005000000000000018
securing the border, cut what the governments does, cut the power that lobbyist and big business have	-0.02657142857142857	-0.11885714285714284	0.03999999999999999
Conservative principals	-0.09000000000000004	-0.47000000000000003	-0.03599999999999994
character	0.22799999999999992	-0.13000000000000006	0.47400000000000003
Not bought and paired for	0	0	0
Qualifications	0.07400000000000002	-0.04800000000000004	0.23800000000000007
honesty	0.48599999999999993	-0.336	0.36199999999999993
Moral values	0.36999999999999994	-0.254	0.2619999999999999
Honesty, integrity, ability	0.4	-0.030000000000000072	0.30999999999999994
qualifications	0.07400000000000002	-0.04800000000000004	0.23800000000000007
anyone but Hillary	0	0	0
economics	0.040000000000000036	-0.25999999999999995	-0.19000000000000003
Party affliation	0.43599999999999994	0.21600000000000003	0.184
a strong leader	0.305	0.009999999999999964	0.284
Environment	0.34	-0.30999999999999994	-0.07599999999999998
Honesty and supporting the Constitution.	0.48599999999999993	-0.336	0.36199999999999993
have to believe in the candidate	0.1606666666666667	-0.18866666666666662	0.18400000000000002
Similar beliefs	0.17200000000000007	-0.31399999999999995	0.15999999999999998
Make America Great Again !	0.359	-0.21900000000000003	0.28700000000000003
How to reflect American values not Socialist	0.02099999999999999	-0.22099999999999995	0.10400000000000001
Adherence to the principles of the Democratic Party	0.222	-0.07999999999999997	0.27799999999999997
not sure	0.32799999999999996	-0.304	0.36400000000000005
job	0.12799999999999995	-0.2	-0.11199999999999992
All around qualifications.	0	0	0
conservative constituionalist	-0.09000000000000004	-0.47000000000000003	-0.03599999999999994
honesty	0.48599999999999993	-0.336	0.36199999999999993
common sense	0.203	-0.387	0.21200000000000002
Leadership	0.2	-0.04800000000000004	0.368
Overturning Citizens United and climate change	0.08899999999999997	-0.2	-0.019000000000000045
experience	0.37799999999999995	-0.258	0.38800000000000007
What the Party stands for.	0.43599999999999994	0.21600000000000003	0.184
Doing the best for America	0	0	0
equality	0.35	-0.053999999999999916	0.2
Someone who has no motive except what is best for our country.	0.06400000000000006	-0.027999999999999935	0.24000000000000005
HONESTY AND INTEGRITY	0.354	-0.332	0.377
National debt	-0.243	-0.062	0.033999999999999975
Many things not just one.	0	0	0
Keeping the United States from becoming a Mexican Country.	0	0	0
Keep illegal immigrants from entering usa	-0.11499999999999999	-0.102	0.04299999999999997
what she stands for	0	0	0
Party	0.43599999999999994	0.21600000000000003	0.184
Integrity	0.22200000000000006	-0.328	0.392
Open, loves the US, knows the issues and is not just blah blah says something	0	0	0
Supportand defense of the Constitution and listening to what the American people want	0.1265	-0.12399999999999996	0.08600000000000002
Strong honest leader	0.414	-0.060000000000000026	0.30266666666666664
trust	0.44800000000000006	-0.14000000000000004	0.39
who is going to give me the most	0.546	-0.08599999999999994	0.14399999999999996
experience in world affairs	0.33499999999999996	-0.17400000000000002	0.20600000000000004
national security	0.203	-0.23599999999999993	0.263
That they understand We, the People. We're not all rich, we don't all want to go to war, and well...we have problems right here at home that need to be addressed. We should not have to be police for the world when we can't even take care of ourselves.	0.24057142857142857	-0.17557142857142854	0.12585714285714283
I have many important factors towards my vote	0.19466666666666674	-0.11466666666666668	0.25999999999999995
Who will stop ISIS, and protect USA	0.12533333333333338	-0.28400000000000003	0.16666666666666666
truth	0.43800000000000006	-0.22400000000000003	0.39
character	0.22799999999999992	-0.13000000000000006	0.47400000000000003
honesty	0.48599999999999993	-0.336	0.36199999999999993
Terrorism	-0.6799999999999999	0.484	-0.462
Choosing someone with honesty, integrity, a proven track record. One who is respectful, has the interest of the common man at heart and doesn't make this country a laughing stock.	0.22674999999999998	-0.24925	0.14525
agrees with the important issues	0.36400000000000005	-0.05800000000000001	0.2779999999999999
Alignment with my personal values, experience	0.2653333333333333	-0.25333333333333335	0.19866666666666669
How much they care about all people, not just one group of people.	0.30066666666666664	-0.41533333333333333	0.10066666666666661
experence	0	0	0
Strong leadership qualities	0.28099999999999997	-0.010000000000000054	0.33799999999999997
supreme court appointment	-0.0606666666666667	-0.09933333333333334	0.11533333333333333
Stance on climate change, minimum wage	0.13499999999999995	-0.3245	-0.00800000000000001
economic growth	0.10999999999999997	-0.14299999999999996	0.02500000000000001
who will fight the hardest to improve the majority of the problems in the US	-0.002499999999999991	-0.093	0.1045
Morals	0	0	0
A better economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
America	0	0	0
Social Security	0.24900000000000003	-0.06499999999999995	0.11699999999999999
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
Trust	0.44800000000000006	-0.14000000000000004	0.39
Honesty	0.48599999999999993	-0.336	0.36199999999999993
agree with me	0.434	-0.27599999999999997	0.38800000000000007
What they say, knowledge about politics, and behavior	0.25600000000000006	-0.08700000000000001	0.30800000000000005
Leadership	0.2	-0.04800000000000004	0.368
equal rights, specifically abortion, women's rights, lgbt	0.29399999999999993	-0.296	0.32799999999999996
Trump winning	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
experience	0.37799999999999995	-0.258	0.38800000000000007
they will get things done	0.14100000000000001	-0.343	0.22600000000000006
Truth	0.43800000000000006	-0.22400000000000003	0.39
values	0	0	0
Wages insurances	0	0	0
Free health care for everyone	0.516	-0.23133333333333336	0.27066666666666667
Honesty	0.48599999999999993	-0.336	0.36199999999999993
Policies and experience	0.37799999999999995	-0.258	0.38800000000000007
Integrity	0.22200000000000006	-0.328	0.392
can actually govern	0.09299999999999997	-0.295	0.13500000000000006
gut feeling	0.03999999999999998	-0.24700000000000003	0.17699999999999996
The candidates relationship with big banks/Wall Street.	0.347	-0.06699999999999999	0.14400000000000004
has my views and puts Americans first	0.466	-0.019999999999999928	0.27599999999999997
experience in politics and foreign relations and a level thought process	0.12833333333333333	-0.24033333333333337	0.10066666666666672
support for improving civil liberties/social libertarianism in general	0.20066666666666666	-0.3526666666666667	0.15933333333333335
personality	0.22799999999999992	-0.1	0.34199999999999997
Electoral votes	-0.158	-0.22800000000000004	-0.008000000000000007
truth	0.43800000000000006	-0.22400000000000003	0.39
don't know	0.36400000000000005	-0.352	0.15600000000000006
that the candidate has most of the same values that i do	-0.008999999999999987	-0.10099999999999998	0.183
able to take charge as a leader	0.11550000000000005	-0.14450000000000002	0.12349999999999998
equality for all and more jobs and higher minimum wage	0.17	-0.23799999999999996	0.04666666666666669
trust	0.44800000000000006	-0.14000000000000004	0.39
Integrity. Intelligence. Compassion. Effective capability. Willingness to compromise.	0.33799999999999997	-0.18	0.3600000000000001
That the person cares about America and is proud of it and wants to make it better than ever.	0.27933333333333327	-0.138	0.2873333333333333
social issues	0.21600000000000003	0.03200000000000003	0.03399999999999999
Public planes and fate of wild horses and other wild animals	0.12000000000000004	-0.046799999999999946	0.11640000000000002
Education	0.316	-0.07200000000000006	0.36400000000000005
ok	0	0	0
Republican	-0.14800000000000005	-0.378	0.08000000000000007
fair overall	0.23099999999999996	-0.376	0.09299999999999997
my views are the same for their agenda	0.009999999999999964	-0.27599999999999997	0.07200000000000006
keeping up obamas plans	0	0	0
conservative	-0.09000000000000004	-0.47000000000000003	-0.03599999999999994
Not being funding by outside groups	0.09000000000000004	-0.20999999999999996	-0.053999999999999916
qualified	0	0	0
trust	0.44800000000000006	-0.14000000000000004	0.39
my country	0.22799999999999992	-0.258	0.2699999999999999
Love for God	0.39	0.092	0.092
Trust	0.44800000000000006	-0.14000000000000004	0.39
taxes	0	0	0
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
g	0	0	0
To change the economy without raising taxes.	-0.127	-0.06299999999999999	-0.0030000000000000304
The deficit and tax code	-0.29200000000000004	-0.23533333333333337	-0.19600000000000004
Every day person	0.246	-0.267	0.15899999999999997
How he or she would care about the needs of the people.	0.355	-0.352	0.25
Experience	0.37799999999999995	-0.258	0.38800000000000007
Trust worthy	0.38	-0.09300000000000005	0.399
The person speech	0.172	-0.21900000000000003	0.268
trustworthy	0.45	-0.15600000000000006	0.458
environment and jobs	0.34	-0.30999999999999994	-0.07599999999999998
raise minimum wage	0.20133333333333328	-0.21333333333333335	0.009333333333333374
Honesty	0.48599999999999993	-0.336	0.36199999999999993
Trustworthy	0.45	-0.15600000000000006	0.458
if the country is going to go broke	0.246	-0.14299999999999996	0.16799999999999995
Intelligence	0.53	0.26400000000000007	0.344
Its the ECONOMY...	0	0	0
Make American a great again	0.359	-0.21900000000000003	0.28700000000000003
no	0	0	0
Someone that doesn't come off as a jerk	-0.19300000000000003	0.0020000000000000018	0.07800000000000003
helping the poor and elderly economic growth	-0.030000000000000027	-0.2015	-0.041999999999999996
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
Conservative	-0.09000000000000004	-0.47000000000000003	-0.03599999999999994
Honesty. Integrity. Compassion.	0	0	0
education	0.316	-0.07200000000000006	0.36400000000000005
honesty	0.48599999999999993	-0.336	0.36199999999999993
Honesty, Vice President nominee	-0.03066666666666663	-0.12866666666666665	-0.005999999999999996
competence	0.23000000000000007	-0.25599999999999995	0.3
I want someone who will truly fight for the majority of peolpe, not just those that contribute the most money to them. I'm still not sure Hillary Clinton is that person and I know Donald Trump is only interested in Donald Trump.	0.15690909090909091	-0.1369090909090909	0.2001818181818182
dans	0	0	0
Honesty	0.48599999999999993	-0.336	0.36199999999999993
Donald Trump!	0	0	0
Do I believe that person or not.	0.2373333333333333	-0.286	0.2606666666666666
education	0.316	-0.07200000000000006	0.36400000000000005
Campaign finance reform	-0.03933333333333338	-0.07466666666666667	0.018666666666666686
Protecting the Constitution	0.09399999999999994	-0.32999999999999996	0.08000000000000007
How liberal, principled, and pragmatic they are	-0.08399999999999999	-0.324	0.09000000000000004
A true leader, proud of the U.S.	0.4	0.10999999999999996	0.418
LATROBE, PA 15650	0	0	0
caring for the People	0.14000000000000004	-0.246	0.08000000000000007
Gun control, women's issues	-0.26799999999999996	0.548	-0.05800000000000001
Future of the USA	0.33599999999999997	0.06600000000000002	0.10600000000000005
The policies and vision for America that they stand for.	0.20599999999999996	-0.372	0.21599999999999991
serious and honest	0.404	-0.195	0.237
Social Security preservation	0.278	-0.06999999999999999	0.14466666666666667
Racial equality	0.03999999999999998	-0.12199999999999997	0.0
conservative values	-0.09000000000000004	-0.47000000000000003	-0.03599999999999994
who is most trustworthy	0.45	-0.15600000000000006	0.458
honesty	0.48599999999999993	-0.336	0.36199999999999993
intelligent	0.5199999999999999	0.13399999999999998	0.3539999999999999
building the economy	-0.08900000000000001	-0.13299999999999995	0.016000000000000014
dunno	0	0	0
Gay Rights	0.22200000000000006	-0.19000000000000003	-0.04399999999999995
TRUMP	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
whether i like or believe in them	0.44900000000000007	-0.22699999999999995	0.28400000000000003
justice for all	0.36	0.08000000000000007	0.2619999999999999
That they represent actual people, not corporate entities or the ruling elite	0.059199999999999975	-0.1292	0.10079999999999997
Democrat	0.10800000000000001	0.13000000000000006	0.12200000000000007
Protect rights of senior citizens	0.162	-0.286	0.10899999999999999
moral	0.36999999999999994	-0.254	0.2619999999999999
honesty	0.48599999999999993	-0.336	0.36199999999999993
Trustworthiness	0	0	0
Honest	0.632	-0.2	0.34
personal integrity	0.22000000000000003	-0.30700000000000005	0.16799999999999998
Trustworthy.	0	0	0
shares the same core values, and is trustworthy, and not controlled by special interest	0.3566666666666667	-0.26133333333333325	0.26133333333333325
the country	0.22799999999999992	-0.258	0.2699999999999999
Experience in politics	0.08899999999999997	-0.28500000000000003	0.03600000000000003
that the candidate is honest, trustworthy, reliable, and has values and an agenda that align with my own values	0.03333333333333333	-0.18266666666666664	0.1193333333333334
economic situations	0.019999999999999928	-0.27599999999999997	-0.158
civil rights	0.15999999999999998	-0.41	0.20800000000000002
social security	0.24900000000000003	-0.06499999999999995	0.11699999999999999
Health care	0.44899999999999995	-0.385	0.256
Employment and economy	-0.035999999999999976	0.03399999999999999	-0.04799999999999996
Experience	0.37799999999999995	-0.258	0.38800000000000007
deciding who I hate the least	-0.608	0.25199999999999995	-0.10600000000000005
Healthcare and jobs	-0.04800000000000004	-0.08800000000000008	-0.2
American values,uphold the Constition	0	0	0
Whose values are closest to mine, who can I trust to do what he/she says they will	0.21900000000000006	-0.2995	0.3175
not sure	0.32799999999999996	-0.304	0.36400000000000005
health care	0.44899999999999995	-0.385	0.256
Honesty	0.48599999999999993	-0.336	0.36199999999999993
issues	0	0	0
Improving the economy (reducing personal and corporate taxes), balancing the budget	-0.0405	-0.15199999999999997	-0.0585
Agreeing on the issues--believing that they will do as they say and stand up to the opposition. BEING PROGRESSIVE	0.12679999999999997	-0.26080000000000003	0.29359999999999997
position on key topics	0.17799999999999994	-0.275	0.14699999999999996
People who are not trying to supress the lives of others.	0.14000000000000004	-0.246	0.08000000000000007
who is the best candidate	-0.1	0.06400000000000006	0.09600000000000009
To not vote for an intolerant liberal	-0.13299999999999995	-0.09000000000000004	0.15300000000000002
capable of running our country efficiently and without war	0.09749999999999998	-0.02500000000000005	0.12899999999999998
Getting work done.	0.009999999999999964	-0.13399999999999998	0.22400000000000003
Non politician	-0.35	-0.05999999999999996	-0.18000000000000008
the economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
the candidate's knowledge and potential agency	0.2853333333333333	-0.19199999999999998	0.2373333333333333
lesser of 2 evils	0	0	0
women's right and economy	0.09600000000000006	0.03200000000000003	0.13200000000000003
prefer not to answer	0.172	-0.13499999999999995	0.284
Integrity.	0	0	0
pro choice	0.2720000000000001	-0.267	0.28800000000000003
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
maintain social serity	0.23700000000000002	-0.209	0.10599999999999996
moral responsibility and leadership	0.16866666666666663	-0.08066666666666669	0.3293333333333333
Medical coverage,	0.04399999999999995	-0.19000000000000003	-0.15600000000000006
honestly tells what on their mind	0.34	0.009999999999999964	0.21799999999999997
experience	0.37799999999999995	-0.258	0.38800000000000007
honestly i do not know anymore.	0.22300000000000003	-0.309	0.21299999999999997
social security	0.24900000000000003	-0.06499999999999995	0.11699999999999999
Trust	0.44800000000000006	-0.14000000000000004	0.39
to understand the people need to be heard. And fight to keep the country together	0.14314285714285716	-0.204	0.12599999999999997
I can trust where they stand on issues	0.26133333333333336	-0.29733333333333334	0.2853333333333334
track record	0.16699999999999998	-0.29400000000000004	0.016999999999999994
Humility	0.13000000000000006	-0.20999999999999996	0.11999999999999993
Compassion	0.5800000000000001	-0.1	0.2720000000000001
none	0	0	0
Honesty.	0	0	0
social issues	0.21600000000000003	0.03200000000000003	0.03399999999999999
someone who is not a career politician	-0.06399999999999996	-0.10599999999999997	0.026999999999999955
health care	0.44899999999999995	-0.385	0.256
the economy , jobs , wages.	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
strength	0.3460000000000001	0.05999999999999996	0.484
Protecting America	0	0	0
truthfulness	0	0	0
values	0	0	0
nothing	0	0	0
experience	0.37799999999999995	-0.258	0.38800000000000007
social policies	0.21600000000000003	0.03200000000000003	0.03399999999999999
relevance	0.14000000000000004	-0.03200000000000003	0.14600000000000007
not a lying bitch that should be tried for treason	-0.2146666666666667	0.01200000000000002	-0.14533333333333334
honesty	0.48599999999999993	-0.336	0.36199999999999993
honesty	0.48599999999999993	-0.336	0.36199999999999993
economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
ability to break the bound up congresse	0.07666666666666663	0.007333333333333293	0.05999999999999995
party	0.43599999999999994	0.21600000000000003	0.184
strenght	0	0	0
Their policies	0	0	0
moral values	0.36999999999999994	-0.254	0.2619999999999999
the wall, illegal immigration	-0.34700000000000003	-0.023000000000000048	-0.17800000000000002
honesty	0.48599999999999993	-0.336	0.36199999999999993
educational	0.31999999999999995	-0.09600000000000009	0.13599999999999995
trust	0.44800000000000006	-0.14000000000000004	0.39
No reason to vote. Electoral college elects the president. We have no control of the process.	0.0884	-0.2212	0.126
intelligence	0.53	0.26400000000000007	0.344
who can best get the job done	0.2093333333333333	-0.2793333333333334	0.10200000000000008
government experience,honesty	-0.24400000000000005	-0.25	-0.378
Civil rights position	0.13599999999999995	-0.37	0.07599999999999998
Prepared, experienced and steady	0.33399999999999996	-0.4	0.284
credibility, insight and vision that includes ALL citizens	0.355	-0.28600000000000003	0.2569999999999999
experience	0.37799999999999995	-0.258	0.38800000000000007
income equality	0.30099999999999993	-0.145	0.23600000000000004
not sure	0.32799999999999996	-0.304	0.36400000000000005
their beliefs, policies, ideas for the country and world	0.25999999999999995	-0.17400000000000002	0.14699999999999996
Capability	0.32599999999999996	-0.142	0.31999999999999995
Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
honesty	0.48599999999999993	-0.336	0.36199999999999993
caring	0	0	0
Experience	0.37799999999999995	-0.258	0.38800000000000007
make america better	0.21799999999999997	-0.266	0.24399999999999994
Beating Trump	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
sound mind	0.31500000000000006	-0.08100000000000006	0.15899999999999997
I support liberals.	0.37799999999999995	-0.39	0.22200000000000006
someone that can be a statesman, logically think of the country first, and not have self interests at the top of the lists	0.26085714285714284	-0.23828571428571427	0.27142857142857146
Christian belief	0.22799999999999992	-0.20999999999999996	0.43599999999999994
Right now it's the economy	0.09600000000000006	0.03200000000000003	0.13200000000000003
Strength	0.3460000000000001	0.05999999999999996	0.484
paying their own way	0.18200000000000002	-0.42000000000000004	-0.03399999999999999
Trustworthiness	0	0	0
N/A	0	0	0
Progressiveness	0	0	0
Fair	0.42799999999999994	-0.34199999999999997	0.22400000000000003
terror	-0.45	0.2699999999999999	-0.41
Belief in person's strength and ability to deal with other countries.	0.25680000000000003	-0.14080000000000004	0.3308
The crazy things that he has said.	0.027999999999999935	0.18000000000000008	-0.16199999999999992
the economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
Upholding the Constitution	0.09399999999999994	-0.32999999999999996	0.08000000000000007
"some one who won't bow down to what is ""politticaly correct"""	0.15499999999999997	-0.348	0.15099999999999997
trust	0.44800000000000006	-0.14000000000000004	0.39
Honest with a moral compass	0.38399999999999995	-0.2946666666666667	0.25066666666666665
Change	0.01799999999999997	-0.19000000000000003	0.16199999999999992
Strong Moral Character	0.3199999999999999	-0.1186666666666667	0.3479999999999999
willingness to put the people first	0.22749999999999998	-0.16099999999999998	0.20600000000000007
The Economy	-0.27199999999999996	0.06400000000000006	-0.16799999999999998
The true.	0	0	0
the one who will uphold the constitution	0.10649999999999998	-0.35950000000000004	0.198
reputation of canadate	0.12599999999999997	0.0	0.11600000000000002
Being competent	0.20999999999999996	-0.18200000000000002	0.2880000000000001
