line	valence	arousal	dominance
He has built a small lead over Hillary in some of the polls	0.13199999999999995	-0.26199999999999996	-0.024999999999999998
no	0	0	0
He really likes women.	0	0	0
Nothing	0	0	0
never	0	0	0
No	0	0	0
no	0	0	0
tat he is not as bad as he is making himself seem	-0.13099999999999998	-0.18999999999999995	-0.19099999999999995
Illegal immigrants	-0.49400000000000005	0.10999999999999996	-0.05600000000000005
No, there is nothing positive about Donald Trump	0.175	-0.11699999999999998	0.312
no	0	0	0
Would help us shape the problems we are facing today in many areas.	0.21800000000000005	-0.21999999999999997	0.24466666666666667
Yes	0	0	0
that he has a very impressive education (Wharton)	0.363	-0.12600000000000006	0.29000000000000004
no	0	0	0
He's leading the election race	-0.005999999999999964	-0.05699999999999994	-0.04400000000000004
Endorsed by NRA	0	0	0
Absolutely not	0	0	0
no	0	0	0
Nope	0	0	0
no	0	0	0
He is a good businessman.	0.578	-0.26799999999999996	0.28200000000000003
no	0	0	0
Yes. He called someone in government an idiot.	-0.24400000000000005	-0.25	-0.378
No	0	0	0
endorsed by the nra	0	0	0
nothing	0	0	0
yes he was working with Paul Ryan	0	0	0
no	0	0	0
NO	0	0	0
No	0	0	0
no	0	0	0
NA	0	0	0
none	0	0	0
never, last week, last month, last year	0.15	-0.33399999999999996	0.16199999999999992
he meet and played nice with megan kelly , good choices for vp and supreme court	0.22359999999999997	-0.2156	0.1528
no	0	0	0
i do not pay attention, who cares till about a month before the election	0.09600000000000006	-0.21099999999999997	0.13649999999999998
None	0	0	0
no	0	0	0
none	0	0	0
No	0	0	0
No	0	0	0
none	0	0	0
I don't remember what it was.	0.3	-0.372	0.2619999999999999
NO	0	0	0
np	0	0	0
no	0	0	0
no	0	0	0
Helping marines	0	0	0
nope	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
yes	0	0	0
nothing worth talking about	0	0	0
no	0	0	0
yes	0	0	0
lots of things	0	0	0
nothing	0	0	0
no	0	0	0
yes	0	0	0
no	0	0	0
he will actually seal the boarder	0.03133333333333337	-0.38999999999999996	0.17866666666666672
yes, he is leading	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
none	0	0	0
No	0	0	0
are you kidding!?!?!?	0	0	0
nothing	0	0	0
no	0	0	0
"he is trying to be more ""Presidential"""	0.23599999999999993	-0.31399999999999995	0.1
Yes, his interviewvwith Megyn Kelly	0	0	0
Nothing	0	0	0
nra endorsed	0	0	0
negative	-0.496	0.009999999999999964	-0.142
I have not heard anything positive about that person.	0.343	-0.09799999999999999	0.29799999999999993
na	0	0	0
Nothing	0	0	0
not sure	0.32799999999999996	-0.304	0.36400000000000005
never	0	0	0
his list of Supreme Court nominees	0.036666666666666625	-0.24933333333333338	0.04400000000000004
he is paying his own way	0.18200000000000002	-0.42000000000000004	-0.03399999999999999
He's not Hitler	0	0	0
None	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
Insurance plan to revert to free market.	0.15499999999999997	-0.17050000000000004	0.194
no	0	0	0
No	0	0	0
that he is toning his attitude a bit, acting more like an adult	0.20400000000000004	-0.09866666666666664	0.24133333333333332
no	0	0	0
Nope	0	0	0
Imagration	0	0	0
No	0	0	0
that he's willing to work with the people	0.17200000000000001	-0.276	0.20133333333333336
Yes	0	0	0
haven't heard	0	0	0
strong leader	0.305	0.009999999999999964	0.284
No	0	0	0
No	0	0	0
NOTHING is positive about Donald Trump!!	0.514	0.1	0.45199999999999996
None	0	0	0
No	0	0	0
None	0	0	0
Nothing	0	0	0
No	0	0	0
Most believe he will best right the economy.	0.3126666666666667	-0.25133333333333335	0.35533333333333333
Nothing	0	0	0
no	0	0	0
no	0	0	0
He is tough.	0	0	0
No	0	0	0
THAT HE IS NUTS	0	0	0
n/a	0	0	0
No	0	0	0
yes he got endorsed by the NRA	0	0	0
samee as last ? no news	-0.008000000000000007	-0.07799999999999993	-0.10399999999999991
none	0	0	0
Na	0	0	0
he will be the republican	0.050666666666666645	-0.3706666666666667	0.16733333333333336
No	0	0	0
his supreme court nominees	-0.03400000000000003	-0.129	0.005000000000000018
No	0	0	0
That he has affairs with hot women.	0.14600000000000007	-0.04800000000000004	0.0
nothing	0	0	0
Everyhting he has statred in the past are accurate	0.251	-0.09400000000000003	0.16499999999999992
Charismatic, bold, tells it like it is, admits when he is wrong, would be good for the military, smart, honest, trustwhorthy,	0.371	-0.235	0.20650000000000004
Nothing	0	0	0
No	0	0	0
no	0	0	0
Yes	0	0	0
Nothing	0	0	0
Yes	0	0	0
Nothing	0	0	0
If I did he probably retracted it the next day	0.2720000000000001	-0.27599999999999997	0.11799999999999997
No	0	0	0
No	0	0	0
Nothing	0	0	0
No	0	0	0
NO	0	0	0
Supreme Court choices	-0.03400000000000003	-0.129	0.005000000000000018
No!!!	0	0	0
Supports america	0	0	0
Nothing	0	0	0
No	0	0	0
Nothing.	0	0	0
Supreme Court nominee list	0.05249999999999997	-0.217	0.07050000000000002
With Megan kelly	0	0	0
that GOP groups are going to fund his campaign	0.10999999999999996	-0.191	0.11899999999999995
None	0	0	0
Nothing	0	0	0
not a politician	-0.35	-0.05999999999999996	-0.18000000000000008
no	0	0	0
Doing well in polls	0	0	0
No	0	0	0
Doesn't matter better than the trash on the dem side	-0.07466666666666662	-0.27666666666666667	0.0786666666666667
Make America Great Again	0.359	-0.21900000000000003	0.28700000000000003
no	0	0	0
His plans for the country.	0	0	0
I have heard nothing positive about him ever.	0.343	-0.09799999999999999	0.29799999999999993
no	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
economic plan	0.12399999999999993	-0.252	0.04900000000000003
Money	0.41999999999999993	0.37200000000000005	0.26400000000000007
every day	0.2720000000000001	-0.27599999999999997	0.11799999999999997
nothing	0	0	0
spoke out against sanctuary cities	0.41	-0.472	0.23000000000000007
NO	0	0	0
win votes	0.39399999999999996	0.12200000000000007	0.5720000000000001
no	0	0	0
Yes. His nomination list for the Supreme Court	0.058999999999999955	-0.23500000000000004	0.08300000000000003
More presidential	-0.009999999999999964	-0.18800000000000008	0.03599999999999994
no	0	0	0
no	0	0	0
Supreme Court Justice nominees	0.09733333333333331	-0.059333333333333314	0.09066666666666663
no	0	0	0
Hillary Clinton and cares about the people and the USA	0.14000000000000004	-0.246	0.08000000000000007
Supreme Court list	0.036666666666666625	-0.24933333333333332	0.04400000000000004
None	0	0	0
No	0	0	0
Yes	0	0	0
His foreign policy	-0.13699999999999996	-0.12700000000000006	0.09000000000000002
Treated women well	0	0	0
No.	0	0	0
Nope	0	0	0
The NRA endorsed Trump	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
Nothing	0	0	0
No	0	0	0
No	0	0	0
He candidates for supreme court	-0.03400000000000003	-0.129	0.005000000000000018
no	0	0	0
Everything!	0	0	0
no	0	0	0
N/A	0	0	0
nice guy	0.35	-0.17600000000000002	0.15899999999999997
no	0	0	0
No	0	0	0
no	0	0	0
Supports second amendment	0.083	-0.302	0.01199999999999992
No	0	0	0
Good poll numbers	0.25199999999999995	-0.22000000000000003	0.18100000000000005
For the USA	0	0	0
no	0	0	0
Supreme Court picks	-0.03400000000000003	-0.129	0.005000000000000018
No	0	0	0
Met with Republican leadership and was a good meeting	0.13499999999999995	-0.238	0.20600000000000002
No	0	0	0
No	0	0	0
making amends with news anchor woman	0.1945	-0.21599999999999997	0.08300000000000002
No	0	0	0
Tax plan	-0.08600000000000005	-0.16200000000000006	-0.06699999999999998
of course, heard it all	0	0	0
nothing	0	0	0
No	0	0	0
Are you joking?	0	0	0
no	0	0	0
The list of people for supreme court.	0.18199999999999994	-0.2933333333333333	0.1413333333333334
don''t know	0.36400000000000005	-0.352	0.15600000000000006
None	0	0	0
NO	0	0	0
No	0	0	0
no	0	0	0
He's beating Hillary	0	0	0
Nothing.	0	0	0
nope	0	0	0
Nothing from the biasd main stream media	0.217	-0.15500000000000008	0.18799999999999997
none	0	0	0
Yes. Trump is ahead of Hillary in the polls.	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
None	0	0	0
No	0	0	0
na	0	0	0
Leading	0	0	0
no	0	0	0
nothing	0	0	0
Nothing	0	0	0
NO	0	0	0
NO	0	0	0
No	0	0	0
Not	0	0	0
1	0	0	0
everything about him	0	0	0
YES	0	0	0
no	0	0	0
yes	0	0	0
no	0	0	0
none	0	0	0
Real change cares	0.21799999999999997	-0.19000000000000003	0.16999999999999993
no	0	0	0
NRA Endorsement	0.20999999999999996	-0.24800000000000005	0.184
not sure	0.32799999999999996	-0.304	0.36400000000000005
I don't really listen to the junk.	0.382	-0.24800000000000005	0.11199999999999992
Potential nominees for Supreme Court	0.10133333333333333	-0.14666666666666667	0.10133333333333333
no	0	0	0
Softening a bit	0.009999999999999964	-0.22800000000000004	0.10600000000000005
none at all	0	0	0
no	0	0	0
Defeating terrorrist	0	0	0
na	0	0	0
Nothing	0	0	0
don't know	0.36400000000000005	-0.352	0.15600000000000006
No	0	0	0
Yes. Achieved delagate count for gop nomination	0.15199999999999997	-0.366	0.11699999999999999
he is a good man	0.33099999999999996	-0.19799999999999995	0.18500000000000005
SCOTUS list	0.17799999999999994	-0.49000000000000005	0.12200000000000007
He is working to unify the party.	0	0	0
No	0	0	0
HA! no.	0	0	0
Nra endorsement	0.20999999999999996	-0.24800000000000005	0.184
I heard nothing about the idiot	-0.394	-0.030000000000000072	-0.15999999999999998
terrorist bombing plane	-0.322	0.20733333333333334	-0.23266666666666666
none	0	0	0
Mr. Trump is a successful businessman perhaps they can turn this country around by running it as a business	0.18325	-0.21675	0.22274999999999995
No	0	0	0
Shake things up in Washington	-0.08200000000000003	0.040000000000000036	0.274
NRA endorsed him as president which is the first time they have ever endorsed anyone	0.201	-0.173	0.04199999999999999
Good Businessman	0.32699999999999996	-0.298	0.184
Literally nothing positive about Donald Trump has ever been said	0.175	-0.11699999999999998	0.312
No	0	0	0
NRA supports him	0	0	0
No there is nothing positive about Trump the dump.....	0.175	-0.11699999999999998	0.312
He apologized (sort of ) to Meagyn Kelly	0	0	0
Supreme Court nominees	-0.03400000000000003	-0.129	0.005000000000000018
constitutionalist	0	0	0
I have not heard anything positive about Donald Trump in the past week.	0.135	-0.147	0.20099999999999996
Yes several things	0	0	0
NO	0	0	0
No	0	0	0
Successful in buiness	0.5519999999999999	0.016000000000000014	0.542
spoke at NRA convention in Louisville, KY and said he will protect the 2nd ammendment	0.14333333333333334	-0.3153333333333333	0.1393333333333334
indurments	0	0	0
wants to get rid of minimum wage	0.027999999999999983	-0.26249999999999996	0.020500000000000008
no	0	0	0
3 point lead in poll over Clinton	0.04266666666666665	-0.20333333333333337	0.12599999999999997
No	0	0	0
Not sure, he tells too many lies	0	0	0
No	0	0	0
Nope	0	0	0
he apologized about words that he said about women	0	0	0
No	0	0	0
everything the voters say	0.18200000000000002	-0.11400000000000006	0.376
None	0	0	0
na	0	0	0
No	0	0	0
N/a	0	0	0
NOTHING	0	0	0
aggressive negotiator	-0.18200000000000005	0.03200000000000003	0.10899999999999999
yes enployees stating he is very thoughtful and hands on making decisions	0.45199999999999996	-0.49000000000000005	0.324
No, not one thing	0.16399999999999998	-0.39	0.09699999999999998
yes	0	0	0
Balance budget	0.13999999999999996	-0.254	0.037000000000000005
No	0	0	0
no	0	0	0
no	0	0	0
No	0	0	0
none	0	0	0
No	0	0	0
no	0	0	0
How he is going to change the country for the better	0.12299999999999994	-0.22400000000000003	0.21599999999999991
NOTHING	0	0	0
Backed by NRA	0	0	0
NRA support	0.37799999999999995	-0.39	0.22200000000000006
Nothing	0	0	0
no	0	0	0
No	0	0	0
No	0	0	0
nothing	0	0	0
No	0	0	0
his immigration policy	-0.223	-0.24800000000000005	-0.038999999999999965
No	0	0	0
none	0	0	0
n o	0	0	0
gun control	-0.191	0.25	0.017999999999999967
no	0	0	0
No	0	0	0
he's a great showman	0.5	-0.17200000000000007	0.33000000000000007
Looking out for veterans	0	0	0
so far all I have heard was positive	0.343	-0.09799999999999999	0.29799999999999993
He got the backing of the NRA	0	0	0
Nope	0	0	0
no	0	0	0
No.	0	0	0
no	0	0	0
No	0	0	0
Nothing!!	0	0	0
arrogant	-0.496	0.030000000000000072	-0.07200000000000006
Endorsements	0	0	0
Nothing	0	0	0
No	0	0	0
he is leading in the polls to become the republican nominee	0.07200000000000001	-0.2706666666666666	0.15533333333333332
some of the things he says make sense	0.21799999999999997	-0.263	0.251
Republicans are starting to support his candidacy.	0.37799999999999995	-0.39	0.22200000000000006
No	0	0	0
Yes, loves America and wants to follow the constitution, specifically protecting the 2nd amendment.	-0.03599999999999994	-0.24800000000000005	-0.038000000000000075
he wants to change	0.01799999999999997	-0.19000000000000003	0.16199999999999992
none	0	0	0
None	0	0	0
nope	0	0	0
soft	0.426	-0.392	0.21999999999999992
Honest; accomplished	0	0	0
He gave a list of Supreme Court Nominees	0.036666666666666625	-0.24933333333333338	0.04400000000000004
not one thing	0.16399999999999998	-0.39	0.09699999999999998
Supports 2nd as amendment	0.11999999999999993	-0.3	-0.04600000000000008
no	0	0	0
No	0	0	0
No	0	0	0
No	0	0	0
Was great on Magen Kelly's show	0.341	-0.17600000000000007	0.24800000000000005
no	0	0	0
no	0	0	0
No	0	0	0
No Comment	0.13000000000000006	-0.288	0.192
no	0	0	0
he agreed to debate sanders	-0.009999999999999964	-0.027999999999999935	0.192
none	0	0	0
He will make America great again	0.26066666666666666	-0.28600000000000003	0.2986666666666667
No	0	0	0
none	0	0	0
n/a	0	0	0
He's ahead in the poll	-0.07400000000000002	-0.17200000000000007	0.08000000000000007
No!	0	0	0
Good business	0.337	-0.263	0.176
He hasn't said a lot	0	0	0
nope	0	0	0
I heard nothing about him on Wed. That's as close to positive as it gets	0.28	-0.06899999999999999	0.32
No. He's a moron.	0	0	0
n0	0	0	0
no	0	0	0
none	0	0	0
Financial Disclosure released	-0.029000000000000005	-0.23	-0.09100000000000001
He is moderating his rhetoric to appear more sane	0.10533333333333333	-0.27	0.07599999999999997
No	0	0	0
He's even closer to clenching the Republican presdential nominee.	-0.14800000000000005	-0.378	0.08000000000000007
endorsed byy NRA	0	0	0
Na endorsement	0.20999999999999996	-0.24800000000000005	0.184
no	0	0	0
no	0	0	0
No comment	0.13000000000000006	-0.288	0.192
nothing	0	0	0
no	0	0	0
No	0	0	0
Nothing	0	0	0
creates jobs, tells it as he sees it	0	0	0
Nothing	0	0	0
no	0	0	0
no	0	0	0
No	0	0	0
No	0	0	0
Tough	-0.10999999999999996	-0.15199999999999997	0.2
he wants to build a wall...	0.266	-0.324	0.3
no	0	0	0
No	0	0	0
Nothing	0	0	0
I've heard nothing positive about Trump. Ever.	0.514	0.1	0.45199999999999996
None	0	0	0
NOTHING	0	0	0
He's trying to talk with the gop	0.32799999999999996	-0.324	0.2880000000000001
I've never heard a single positive thing about Trump.	0.23399999999999999	-0.148	0.16666666666666666
No	0	0	0
no	0	0	0
a good business man	0.25266666666666665	-0.21799999999999997	0.1466666666666667
Nothing	0	0	0
nope	0	0	0
none	0	0	0
no	0	0	0
none	0	0	0
nothing	0	0	0
Nope	0	0	0
He is really a good family man, He will listen to others, He admits he has failings, and will need politicos in his cabinet with experience.	0.2354285714285715	-0.28600000000000003	0.20028571428571432
supreme court nominees	-0.03400000000000003	-0.129	0.005000000000000018
Nothing	0	0	0
No	0	0	0
yes	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
He is keen on current affairs.	0.225	-0.354	0.142
No	0	0	0
Nope	0	0	0
no	0	0	0
Beating Hillary.	0	0	0
No	0	0	0
no	0	0	0
Endorsed by NRA	0	0	0
nothing	0	0	0
He released names of potential SCOTUS justices.	0.37200000000000005	-0.18200000000000002	0.29399999999999993
donation to veterans	0.4	-0.2	0.3460000000000001
No	0	0	0
nothing	0	0	0
he's doing good at the polls	0.578	-0.26799999999999996	0.28200000000000003
no	0	0	0
no	0	0	0
"He promised to end ""Gun-Free Zones"" if he's elected"	-0.053999999999999916	-0.20999999999999996	-0.11799999999999997
No	0	0	0
nothing	0	0	0
No	0	0	0
Hes trying hard to keep illegals out	0.067	-0.20699999999999996	0.06699999999999999
No. Just more about him being racist	-0.5900000000000001	-0.03200000000000003	-0.12599999999999997
His statement on the second amendment.	0.05500000000000007	-0.282	0.22399999999999992
no	0	0	0
no	0	0	0
Kaylie on CNN says he is wonderful every day.	0.48200000000000004	-0.08599999999999994	0.43800000000000006
No	0	0	0
no	0	0	0
supreme court nominees,backing from NRA	-0.03400000000000003	-0.129	0.005000000000000018
He is going to win so much that everyone will tell him to stop winning - NRA endorsed him - His daughter is hot -(he said so) -	0.15833333333333335	-0.12433333333333335	0.151
no	0	0	0
n/a	0	0	0
Hat he is non-conformist	0.13800000000000007	-0.42400000000000004	0.242
the washington post lied about him.	0.009999999999999964	-0.284	0.26400000000000007
No. He's a pig. Which is an insult to pigs everywhere.	-0.476	0.05999999999999996	-0.20800000000000002
No	0	0	0
No	0	0	0
None	0	0	0
No	0	0	0
He id saying waht we want to hear	0.212	-0.21	0.164
no	0	0	0
No	0	0	0
