line	valence	arousal	dominance
Not much	0	0	0
no	0	0	0
Don't know	0.36400000000000005	-0.352	0.15600000000000006
No	0	0	0
she has foreign policy experience	0.03466666666666668	-0.17066666666666672	0.18933333333333335
No.	0	0	0
no	0	0	0
no	0	0	0
She may be indicted.	0.17299999999999993	-0.33799999999999997	0.14400000000000004
no. there is none	0	0	0
Most qualified candidate in the race	-0.005999999999999964	0.052000000000000046	0.0040000000000000036
No	0	0	0
no	0	0	0
nothing, nada	-0.08599999999999994	-0.25999999999999995	-0.17799999999999994
Hillary is sharing campaign money to help other dem candidates.	0.2005	-0.09349999999999997	0.21749999999999997
never	0	0	0
no	0	0	0
no	0	0	0
nope	0	0	0
Giving her husband Bill an position in her cabinet if elected.	0.058999999999999976	-0.226	0.010999999999999989
No	0	0	0
She won the Kentucky primary.	0	0	0
I don't think she has personally killed anyone.	0.33599999999999997	-0.25	0.3
yes. equality for women	0.35	-0.053999999999999916	0.2
liberal media says alot	0	0	0
No	0	0	0
N/A	0	0	0
Nothing	0	0	0
no	0	0	0
na	0	0	0
No	0	0	0
no	0	0	0
No.	0	0	0
no	0	0	0
Nope	0	0	0
She campaigns on substance and policy	-0.194	-0.308	0.18600000000000003
no	0	0	0
Nothing	0	0	0
no	0	0	0
No	0	0	0
none	0	0	0
She has a rational view of gun ownership.	0.07866666666666665	0.01999999999999998	0.18266666666666667
Never in my life	0.33599999999999997	0.11799999999999997	0.17799999999999994
None	0	0	0
No	0	0	0
no	0	0	0
no	0	0	0
No	0	0	0
No	0	0	0
not really --don't listen about her	0.382	-0.24800000000000005	0.11199999999999992
nothing	0	0	0
Nothing bought and paid for like street walker	0.25100000000000006	-0.21499999999999994	0.16900000000000004
She wants to implement some arms control policies	-0.052000000000000046	-0.14200000000000004	0.242
yes	0	0	0
no	0	0	0
support gun ownership together with detailed background checks	0.10199999999999995	-0.0712	0.17560000000000003
no	0	0	0
foreign policy experience	0.03466666666666668	-0.17066666666666672	0.18933333333333335
Nothing	0	0	0
no	0	0	0
yes, she's most qualified	0	0	0
She is a liar !	-0.518	0.31999999999999995	-0.051999999999999956
Absolutely NOT	0	0	0
Clearer about her chances to be elected President	0.14100000000000001	-0.18599999999999997	-0.01200000000000001
no	0	0	0
no	0	0	0
Won Kentucky. Won't get into cat fight with Trump over Pres. Clintons past. Will put Mr. Clinton in charge of economy.	0.02228571428571429	-0.176	0.12542857142857147
she edged Sanders i Kentucky primar	0	0	0
Getting very rich off Govt.	0.366	0.36199999999999993	0.366
not really	0	0	0
No	0	0	0
No	0	0	0
she is pro womens rights	0.2720000000000001	-0.238	0.26400000000000007
Anything she says.	0	0	0
She's standing by her man	0.08399999999999999	-0.12799999999999995	0.08800000000000008
NOT LAST WEEK OR EVER	0.053999999999999916	-0.33399999999999996	0.05600000000000005
No	0	0	0
Bill Clinton will help her create jobs.	0.16200000000000003	-0.12750000000000006	0.225
She is the most qualified candidate	-0.1	0.06400000000000006	0.09600000000000009
No	0	0	0
Not in jail yet	-0.618	-0.10600000000000005	-0.21799999999999997
Nothing about her is a positive	0.514	0.1	0.45199999999999996
That ft was not qualified to be pres	0.23599999999999993	-0.31399999999999995	0.1
no	0	0	0
no	0	0	0
None	0	0	0
Yes and no some positive and not	0.514	0.1	0.45199999999999996
No	0	0	0
yes	0	0	0
no	0	0	0
No	0	0	0
no, press never says anything nice about her	0.23399999999999999	-0.36700000000000005	0.12499999999999999
Yes - equality	0.35	-0.053999999999999916	0.2
I have heard nothing positive	0.343	-0.09799999999999999	0.29799999999999993
perfect for the demicrats	0.43800000000000006	-0.05800000000000001	0.30600000000000005
Ollt	0	0	0
Has experience and knowledge	0.41700000000000004	-0.14299999999999996	0.41400000000000003
her international experience	0.254	-0.23399999999999999	0.22700000000000004
good speeches	0.578	-0.26799999999999996	0.28200000000000003
n/a	0	0	0
No	0	0	0
No	0	0	0
No	0	0	0
Fighting for middle class	0.09500000000000001	-0.272	0.03500000000000005
NO	0	0	0
NEVER	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
no	0	0	0
going after trump	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
No	0	0	0
values	0	0	0
None	0	0	0
Education policies	0.316	-0.07200000000000006	0.36400000000000005
no	0	0	0
no	0	0	0
No	0	0	0
not much	0	0	0
no	0	0	0
No	0	0	0
none	0	0	0
for women	0	0	0
nothing	0	0	0
not really	0	0	0
She is in CA	0	0	0
no	0	0	0
no	0	0	0
She has a clear, progressive, realistic and obtainable plan of change and growth for our country.	0.15599999999999997	-0.15250000000000002	0.245
No	0	0	0
no	0	0	0
Nothingfr&&	0	0	0
Positove	0	0	0
ok	0	0	0
women equal	0.29399999999999993	-0.296	0.32799999999999996
none	0	0	0
great with fogeign leaders	0.5	-0.17200000000000007	0.33000000000000007
none	0	0	0
basic policy	-0.073	-0.375	0.21600000000000003
nothing	0	0	0
Nothing	0	0	0
no	0	0	0
No	0	0	0
yes	0	0	0
NO	0	0	0
No	0	0	0
No	0	0	0
Nothing	0	0	0
She might get arrested	0.21799999999999997	-0.266	0.13000000000000006
Np	0	0	0
no	0	0	0
nothing but the fact she's a women and that's the only reply we hear from voters voting for her.	0.27066666666666667	-0.31	0.3
great woman	0.45899999999999996	-0.20600000000000007	0.258
no	0	0	0
None	0	0	0
Shes ahead in the polls	0	0	0
No	0	0	0
leaving bernie	0	0	0
Not really	0	0	0
No	0	0	0
She is going to lose the nomination and Bernie Sanders will be president.	0.03599999999999998	-0.21000000000000002	0.125
no	0	0	0
nope	0	0	0
No	0	0	0
no	0	0	0
dans	0	0	0
no	0	0	0
Nothing positive	0.514	0.1	0.45199999999999996
No	0	0	0
she will be the nominee	0.13333333333333333	-0.2846666666666666	0.19066666666666668
Nothing	0	0	0
She's set to win nomination	0.18866666666666668	-0.15	0.3113333333333333
Never	0	0	0
LATROBE, PA 15650	0	0	0
she would make her husband in charge of the economy	0.10640000000000005	-0.14279999999999998	0.08840000000000002
She's a misunderstood genuinely a good person.	0.578	-0.26799999999999996	0.28200000000000003
Her focus is what's best for the counting	0.2960000000000001	-0.10999999999999996	0.368
She won the Kentucky primary by a hair.	0.06400000000000006	-0.35	0.2699999999999999
nothing	0	0	0
She's for women's rights	0	0	0
No	0	0	0
no	0	0	0
no	0	0	0
nope	0	0	0
smart and experienced	0.546	-0.238	0.36199999999999993
She plans to put Bill Clinton in charge of finance	-0.11900000000000001	-0.11450000000000003	-0.01599999999999997
no	0	0	0
none	0	0	0
NONE	0	0	0
very honest	0.632	-0.2	0.34
Nada, same old, same old.	0	0	0
Qualified, negative public persona despite positive private persona	0.05333333333333335	-0.156	0.1066666666666667
No	0	0	0
No	0	0	0
I dont know	0.36400000000000005	-0.352	0.15600000000000006
No	0	0	0
no	0	0	0
She's a woman.	0	0	0
She will fight for maternity leave for women	-0.035	-0.07299999999999998	0.07849999999999996
nothing at all good	0.578	-0.26799999999999996	0.28200000000000003
Fighting for women rights	0	0	0
no	0	0	0
she is really fighting for women' rights	0	0	0
foreign ralations experience	0.17500000000000002	-0.08600000000000003	0.17300000000000004
Woman	0.418	-0.24000000000000005	0.18599999999999994
Good analysis of how dangerous Trump is	-0.017500000000000022	-0.12299999999999998	0.03900000000000004
no	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
don't recall	-0.04600000000000008	-0.10399999999999991	0.15600000000000006
smart	0.546	-0.238	0.36199999999999993
no	0	0	0
Nothing	0	0	0
Not really	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
NOTHING	0	0	0
She had sperm on her jacket	0.133	-0.17899999999999994	0.13199999999999995
that she is trying to soften her image, whatever that means!	0.31400000000000006	-0.40800000000000003	0.23800000000000007
No	0	0	0
No	0	0	0
no	0	0	0
currently focussing on gun control	-0.191	0.25	0.017999999999999967
no	0	0	0
no	0	0	0
For the people	0.14000000000000004	-0.246	0.08000000000000007
No.	0	0	0
no	0	0	0
NA	0	0	0
no	0	0	0
no, i took the week off from politics	-0.07300000000000005	-0.32299999999999995	-0.12999999999999998
nothing	0	0	0
pragmatic	-0.08399999999999999	-0.324	0.09000000000000004
no	0	0	0
None	0	0	0
yes	0	0	0
none	0	0	0
No	0	0	0
No	0	0	0
none	0	0	0
no	0	0	0
no I have not	0.17200000000000007	-0.296	0.14399999999999996
nothing	0	0	0
none	0	0	0
No	0	0	0
nope	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
nope	0	0	0
no	0	0	0
no	0	0	0
none	0	0	0
anti trump	-0.13500000000000006	-0.24399999999999994	0.09100000000000001
no	0	0	0
no	0	0	0
no	0	0	0
nothing	0	0	0
no	0	0	0
a lot	0	0	0
no	0	0	0
well informed on all issues	0	0	0
no	0	0	0
Most qualified	0	0	0
Trustworthy	0.45	-0.15600000000000006	0.458
she said we need to transition coal miners to other trades and not leave them behind	0.021199999999999976	-0.2868	0.03279999999999998
concern for womens rights	0.009999999999999964	-0.05999999999999996	0.10999999999999996
no	0	0	0
she is trying to connect more with the working class	0.23400000000000007	-0.21	0.12000000000000002
No	0	0	0
Income equality	0.30099999999999993	-0.145	0.23600000000000004
postive	0	0	0
No really	0	0	0
no	0	0	0
Not commenting about Trumps insults	0	0	0
not sure	0.32799999999999996	-0.304	0.36400000000000005
no	0	0	0
no	0	0	0
none	0	0	0
She's not Trump.	0	0	0
Yes	0	0	0
No	0	0	0
Yes Benghazi witch hunt proven to be shame	-0.21100000000000002	-0.03849999999999999	0.039999999999999994
Her husband will have a position in her cabinets	0.2075	-0.2925	0.13849999999999998
no	0	0	0
Addressing climate change.	0.15999999999999998	-0.20999999999999996	-0.2
no	0	0	0
No	0	0	0
that she is losing her lead over Trump	-0.02600000000000007	-0.27199999999999996	0.10800000000000001
no	0	0	0
Never	0	0	0
Nothing	0	0	0
Def not	0	0	0
nothing	0	0	0
No	0	0	0
nothing	0	0	0
That she's sane and dependable	0.3970000000000001	-0.269	0.23999999999999994
No	0	0	0
She will stand up for women's rights.	0.05899999999999998	-0.4	0.25
Yes	0	0	0
No	0	0	0
no	0	0	0
Nothing	0	0	0
No	0	0	0
Nothing	0	0	0
equal rights for all	0.29399999999999993	-0.296	0.32799999999999996
no	0	0	0
No	0	0	0
HER STAND ON GUNS CONTROL	-0.030000000000000072	-0.21400000000000002	0.13599999999999995
n/a	0	0	0
Yes. She can bring good changes that'll help people.	0.34650000000000003	-0.231	0.273
no	0	0	0
nothing I dont watch political news	-0.01600000000000001	-0.20133333333333334	0.0073333333333333445
none	0	0	0
Na	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
She is the best candidate	-0.1	0.06400000000000006	0.09600000000000009
That she is fighting for income equality in a practical way.	0.24266666666666661	-0.19666666666666666	0.2266666666666667
polls	0	0	0
Nothing	0	0	0
Have heard nothing positive at all.	0.343	-0.09799999999999999	0.29799999999999993
nope	0	0	0
Her husband Bill Clinton	0.05200000000000002	-0.16200000000000003	-0.028000000000000025
No	0	0	0
None	0	0	0
no	0	0	0
She wants to create jobs.	0.5720000000000001	0.25199999999999995	0.4
Nothing	0	0	0
She strongly believes she will be the nominee	0.13333333333333333	-0.2846666666666666	0.19066666666666668
no, have not heard anything positive	0.343	-0.09799999999999999	0.29799999999999993
No	0	0	0
NA	0	0	0
No	0	0	0
NO	0	0	0
Nope	0	0	0
Talking about equality!	0	0	0
That she supports coal miners	-0.08800000000000008	-0.49000000000000005	-0.02400000000000002
She might go to jail	-0.17699999999999996	-0.06699999999999999	-0.07599999999999998
Commitment to black Americans	0.17300000000000004	-0.21600000000000003	0.14800000000000005
no	0	0	0
Nothing	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
talk about bill clinton and the economy	-0.10733333333333334	-0.15333333333333332	-0.026666666666666634
Medicare buy in at 50 years	0.36400000000000005	-0.142	0.35600000000000004
Not sure	0.32799999999999996	-0.304	0.36400000000000005
no	0	0	0
No	0	0	0
Absolutely not because there is nothing	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
Yes, she's qualified and then some.	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
no	0	0	0
liar	-0.518	0.31999999999999995	-0.051999999999999956
She gave you and all more suport	0	0	0
none	0	0	0
won Kentucky	0	0	0
nothing	0	0	0
Not really	0	0	0
no	0	0	0
Nothing	0	0	0
no	0	0	0
No	0	0	0
Bill Clinton	-0.378	-0.2	-0.2
yes	0	0	0
no	0	0	0
She's still mad at Bernie Sanders	-0.506	0.11799999999999997	-0.019999999999999928
yes best clinton	0	0	0
No	0	0	0
nope	0	0	0
She is winning	0	0	0
she will violate our civil rights	-0.08466666666666667	-0.226	0.03333333333333336
No	0	0	0
No	0	0	0
nothing	0	0	0
Yes. She's the Democratic candidate for President with the most leadership experience and the best ability to actually get her desired policies implemented.	0.18314285714285714	-0.1042857142857143	0.21314285714285716
Nope	0	0	0
She's reaching out to Sanders supporters	0	0	0
No	0	0	0
no	0	0	0
Nothing!	0	0	0
don't recall	-0.04600000000000008	-0.10399999999999991	0.15600000000000006
N/A	0	0	0
the inmigrantes	0	0	0
No	0	0	0
no	0	0	0
Nothing	0	0	0
No	0	0	0
Nothing	0	0	0
Not a single good thing.	0.32799999999999996	-0.24899999999999997	0.12400000000000003
yes. that she is the most qualified	0	0	0
No	0	0	0
Not really	0	0	0
Equal pay for woman	0.3193333333333333	-0.2293333333333333	0.25999999999999995
No	0	0	0
nothing	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
nothing	0	0	0
No	0	0	0
Her child care plan.	0.484	-0.2	0.176
yes she will beat berny.	-0.029999999999999985	-0.15800000000000006	0.22000000000000003
No	0	0	0
don't know	0.36400000000000005	-0.352	0.15600000000000006
None	0	0	0
least of all evils	0	0	0
No	0	0	0
no	0	0	0
She's a criminal	-0.5780000000000001	-0.10199999999999995	-0.18200000000000002
She stated she will be the Dem Nom.	0.15	-0.367	0.21100000000000002
no	0	0	0
NO	0	0	0
none	0	0	0
No.	0	0	0
Her tax proposal	-0.155	-0.075	-0.03200000000000003
na	0	0	0
nothing	0	0	0
shes fighting gun control	-0.191	0.25	0.017999999999999967
She is the most qualified and experienced	0	0	0
nothing	0	0	0
Emails again	0	0	0
Smart	0.546	-0.238	0.36199999999999993
No	0	0	0
"That she will win the nomination, she is acting ""presidential"" and she is calling for unity in the Party."	0.264	-0.11266666666666668	0.40866666666666673
Yes	0	0	0
NOt	0	0	0
1	0	0	0
no	0	0	0
NO	0	0	0
experienced and very smart	0.546	-0.238	0.36199999999999993
no	0	0	0
no	0	0	0
power word	0.17399999999999993	-0.05899999999999999	0.23899999999999996
No	0	0	0
No	0	0	0
not sure	0.32799999999999996	-0.304	0.36400000000000005
Nothing	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
Imitation of trump	-0.12800000000000003	-0.22099999999999997	0.03600000000000003
shes smart	0.546	-0.238	0.36199999999999993
no	0	0	0
no	0	0	0
No	0	0	0
nothing	0	0	0
Won democratic nomination on Tuesday	0.133	-0.16299999999999998	0.262
nothing	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
NO	0	0	0
Just deceptive spin.	-0.254	-0.009999999999999964	-0.22800000000000004
No	0	0	0
only that she is a near-certainty for the nomination	0.12599999999999997	-0.192	0.2
Not a thing positive	0.312	-0.10699999999999997	0.267
No	0	0	0
N/A	0	0	0
none	0	0	0
She lies she's committed treason she can't handle her email accounts she doesn't deserve to be president everything she's tried financially foreign policy what has been a failure for the last 4 years	-0.028	-0.10777777777777778	0.06488888888888891
No	0	0	0
No	0	0	0
Nothing	0	0	0
That she will probably win the primary	0.17400000000000002	-0.21599999999999997	0.38800000000000007
She knows Trump is not qualified to be president.	0.035999999999999935	-0.32399999999999995	0.13600000000000004
Standing up to Donald Trump and NRA regarding Sensible gun laws to keep guns from criminals, the mentally ill and violent offenders	-0.0736	-0.01919999999999996	0.03720000000000001
Giving a talking about gun violence with mothers who have lost their children to gins.	-0.1552	0.09640000000000003	-0.06119999999999999
she won	0	0	0
NOPE	0	0	0
She is working with a lot of Latino communities to help stop the gun violence.	0.022666666666666706	0.078	0.11066666666666662
No there isn't anything good about her	0.578	-0.26799999999999996	0.28200000000000003
NO	0	0	0
No	0	0	0
Getting close to nomination	0.08600000000000002	-0.215	0.19400000000000006
Caring	0	0	0
no	0	0	0
n/a	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
She isn't stooping to the level of Trump....	0.14399999999999996	-0.5700000000000001	0.12200000000000007
nothing	0	0	0
No	0	0	0
no	0	0	0
None	0	0	0
none	0	0	0
Yes	0	0	0
great poll numbers	0.213	-0.17200000000000007	0.20500000000000007
Yes	0	0	0
nothing	0	0	0
no	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
She's going to WIN!!	0	0	0
yes, good at foeign policy	0.16599999999999998	-0.304	0.25200000000000006
no	0	0	0
No.	0	0	0
none	0	0	0
no	0	0	0
everything	0	0	0
Nothing other than her lies	0.08200000000000003	-0.304	0.2
GAINING IN THE POLLS	0	0	0
Nothing	0	0	0
Nothing	0	0	0
Nothing	0	0	0
no	0	0	0
Nothing she's untrustworthy don't care	0.030999999999999944	-0.253	0.07799999999999994
No	0	0	0
no	0	0	0
No	0	0	0
she is not in jail	-0.618	-0.10600000000000005	-0.21799999999999997
No	0	0	0
she is starting to focus on donald trump	0.06600000000000002	-0.22199999999999998	0.27
no	0	0	0
no.	0	0	0
no	0	0	0
No	0	0	0
Not sure	0.32799999999999996	-0.304	0.36400000000000005
She may be indicted	0.17299999999999993	-0.33799999999999997	0.14400000000000004
nothing	0	0	0
no	0	0	0
Yep	0	0	0
Everything largest voter turnout ever this country needs a major overhaul Trump will need help and a Large Broom	0.09345454545454546	-0.20454545454545456	0.16309090909090906
no	0	0	0
That she's by far the most qualified of all the Presidential candidates.	-0.009999999999999964	-0.18800000000000008	0.03599999999999994
yes	0	0	0
No	0	0	0
she is a strong woman to take all the insults from trump	0.145	-0.16050000000000003	0.158
Likely Democratic Candidate	0.14000000000000004	-0.06199999999999998	0.216
Not answering Donald Trump dumb remarks	-0.338	-0.137	0.025
She makes good policy statements	0.16599999999999998	-0.304	0.25200000000000006
she is leading in the democratic polls to become the nominee	0.16800000000000004	-0.18933333333333327	0.23666666666666666
Not a single thing	0.09399999999999994	-0.27199999999999996	0.02400000000000002
Will not respond to Trumps attack on her husband	0.022000000000000033	-0.12900000000000003	0.08600000000000001
Won the WA primary after losing the WA caucus	0.06400000000000006	-0.35	0.2699999999999999
No	0	0	0
good plan for international relations	0.312	-0.2353333333333333	0.20133333333333336
none	0	0	0
Nope	0	0	0
yes, she helps everyone and wants equality	0.35	-0.053999999999999916	0.2
imigration	0	0	0
No	0	0	0
experience	0.37799999999999995	-0.258	0.38800000000000007
No	0	0	0
No	0	0	0
No	0	0	0
No	0	0	0
No	0	0	0
None	0	0	0
control gun violence	-0.28	0.23	-0.10533333333333335
she is honest	0.632	-0.2	0.34
Not this week	0.053999999999999916	-0.33399999999999996	0.05600000000000005
No Comment	0.13000000000000006	-0.288	0.192
yes	0	0	0
no	0	0	0
n/a	0	0	0
nothing	0	0	0
Nohing	0	0	0
ergreg	0	0	0
Yes. She's ahead as the democratic nominee	0.12000000000000002	-0.12699999999999995	0.237
only negative	-0.496	0.009999999999999964	-0.142
n/a	0	0	0
Nothing	0	0	0
No!	0	0	0
Women's rights	0	0	0
No	0	0	0
Yes, she is honest, and honestly winning this race.	0	0	0
She didn't take Trump's bait	-0.11799999999999998	-0.19800000000000004	0.07800000000000001
No. Lots of people try to paint her as good. But she's rotten to the core.	-0.024499999999999994	-0.1415	0.06350000000000003
no	0	0	0
well planned platform	0.0	-0.16400000000000006	0.284
none	0	0	0
no	0	0	0
Nothing	0	0	0
Her stance on gun control	-0.05400000000000003	0.023999999999999983	0.08799999999999997
She is thought by our military generals and CIA to be the best to deal with foreign wars.	0.15360000000000001	-0.09120000000000002	0.13799999999999998
She's closer to winning the Democratic presidential nomination	0.08533333333333336	-0.17133333333333334	0.18666666666666665
nothing	0	0	0
no	0	0	0
no	0	0	0
No comment	0.13000000000000006	-0.288	0.192
nothing	0	0	0
no	0	0	0
No	0	0	0
Nothing	0	0	0
no	0	0	0
Not sure	0.32799999999999996	-0.304	0.36400000000000005
no	0	0	0
no	0	0	0
They hope she win	0.44500000000000006	0.09000000000000004	0.4640000000000001
Yes. Benghazi committee has yet to find anything illegal. Positive LGBT position	0.25499999999999995	-0.2035	0.18899999999999997
No	0	0	0
strength	0.3460000000000001	0.05999999999999996	0.484
nope	0	0	0
No	0	0	0
I felt her speech to WV miners was right on the mark.	0.29400000000000004	-0.09000000000000004	0.384
No	0	0	0
Rational foreign policy.	0.071	-0.031000000000000055	0.09800000000000003
Nothing	0	0	0
I'm not sure	0.32799999999999996	-0.304	0.36400000000000005
No	0	0	0
nothing	0	0	0
she was presidential	-0.009999999999999964	-0.18800000000000008	0.03599999999999994
Not giving into Donald' rantings	0	0	0
yes. chance to meet n dine with Clinton	0.2493333333333333	-0.19933333333333336	0.14599999999999996
none	0	0	0
nope	0	0	0
none	0	0	0
nothing	0	0	0
only negative	-0.496	0.009999999999999964	-0.142
I liked her Ellen interview	-0.06400000000000006	0.2699999999999999	0.368
She's alive and breathing	0.31400000000000006	0.18599999999999994	0.3539999999999999
none	0	0	0
No	0	0	0
No	0	0	0
no	0	0	0
Politically skilled and knowledgeable	0.5	-0.03499999999999996	0.46199999999999997
She gets stuff done.	0.17200000000000007	-0.296	-0.03399999999999999
No	0	0	0
no	0	0	0
No	0	0	0
No	0	0	0
No	0	0	0
yes	0	0	0
None	0	0	0
No	0	0	0
No	0	0	0
Keep health insurance	0.12866666666666665	-0.286	0.17
No	0	0	0
There is nothing positive	0.514	0.1	0.45199999999999996
support womens causes	0.37799999999999995	-0.39	0.22200000000000006
Nothing positive can be said about Hillary Clinton.	0.34400000000000003	-0.19533333333333333	0.27999999999999997
nothing	0	0	0
Yes, she support strict gun laws	-0.053333333333333344	0.01933333333333335	0.07266666666666666
equal pay for women	0.27	-0.22399999999999998	0.297
no	0	0	0
experience	0.37799999999999995	-0.258	0.38800000000000007
no	0	0	0
No	0	0	0
No.	0	0	0
She winning a lot plsced	0	0	0
nothing	0	0	0
Shes a fighter	0.019999999999999928	0.05999999999999996	0.284
No	0	0	0
no	0	0	0
no	0	0	0
Yes every guest I have heard on CNN or Fox that represented the Democratic Party said she has so much more experience and he is way too volatile.	0.23428571428571424	-0.16999999999999998	0.21371428571428572
No	0	0	0
no	0	0	0
none	0	0	0
People have said she is the most qualified -- she has tons of experience - She would be a more peaceful President than Trump -- She is getting more votes	0.19875	-0.23349999999999999	0.16450000000000004
no	0	0	0
she is ahead in delegates	0	0	0
nope	0	0	0
No	0	0	0
nothing	0	0	0
No	0	0	0
No	0	0	0
None	0	0	0
No	0	0	0
nope	0	0	0
released her tax returns long ago	-0.4	-0.09600000000000009	-0.39
no	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
Nothing	0	0	0
That she is a true progressive candidate.	0.25199999999999995	-0.12400000000000003	0.32200000000000006
She's ahead of the race beyond that cankerous old man	-0.06333333333333331	-0.06399999999999995	-0.05200000000000002
No	0	0	0
Good	0.578	-0.26799999999999996	0.28200000000000003
None	0	0	0
nothing	0	0	0
no	0	0	0
She started attacking Trump	-0.16400000000000006	-0.33399999999999996	0.17200000000000007
No.	0	0	0
no	0	0	0
no	0	0	0
Nothing positive about Hillary Clinton	0.514	0.1	0.45199999999999996
She lies very well.	0	0	0
No	0	0	0
nothing	0	0	0
no	0	0	0
none	0	0	0
ahead in delegates	0	0	0
fighting hard	-0.13000000000000006	-0.1	-0.008000000000000007
Yes, she supports women equally	0	0	0
nothing	0	0	0
Que va ganando en las encuestas	0	0	0
No	0	0	0
no	0	0	0
no	0	0	0
r u kidding?	0	0	0
none	0	0	0
She died.	0	0	0
will give Mr. Clinton an active position	0.254	-0.178	0.1685
no	0	0	0
No	0	0	0
she may be indicted	0.17299999999999993	-0.33799999999999997	0.14400000000000004
strong	0.36199999999999993	0.027999999999999935	0.308
good at foreign policy	0.10133333333333334	-0.17400000000000002	0.15400000000000003
Her husband would be on her team	0.27049999999999996	-0.25	0.18450000000000003
YES	0	0	0
No	0	0	0
She is focused on issues and not mudslinging, she recently spoke of how to fix the fact that childcare costs more than rent	0.11666666666666674	-0.2573333333333333	0.22666666666666666
she won a primary and didn't tell Sanders off	0.05899999999999998	-0.28900000000000003	0.129
yes - gun control	-0.191	0.25	0.017999999999999967
She's not Trump.	0	0	0
Nope	0	0	0
Nothing	0	0	0
she won Kentucky	0	0	0
no	0	0	0
na	0	0	0
No	0	0	0
No	0	0	0
Folks pushing back against Sanders	-0.04800000000000004	-0.48200000000000004	0.04399999999999995
I saw an electoral map that points out that, if Democrats lose 5% of the vote in every state versus 2012, they'll still win on electoral votes.	-0.0019999999999999983	-0.11925	0.12675
Me	0	0	0
none	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
No	0	0	0
she's ready for the general election	0.09733333333333334	-0.21066666666666664	0.08666666666666666
not really	0	0	0
nothing.	0	0	0
Her idea to expand Medicare to people 55 years old	0.06449999999999997	-0.18949999999999997	0.058
haha nope	0	0	0
She is a go getter	0.26400000000000007	-0.027999999999999935	0.06600000000000002
no	0	0	0
No	0	0	0
no	0	0	0
She is experienced, she is smart, she is always prepared	0	0	0
She wants to protect people from preventable gun violence.	0.07933333333333335	0.014000000000000012	0.06266666666666669
not really	0	0	0
no	0	0	0
No	0	0	0
no	0	0	0
No	0	0	0
She is helping those who cant help themselves	0.39	-0.142	0.37799999999999995
