id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
728376967918034944	State Department: No Reason to Believe Romanian Hacker Breached Clinton Server https://t.co/eamrIwYiM6 .hacker	728376967918034944	-0.975064337253571	0.0558347105979919	0.0811120495200157	-0.0242279469966888	728376967918034944	5.53285714286	3.80571428571	5.11
728934480522706944	Romanian hacker ‘Guccifer’ claims he breached Hillary Clinton’s server https://t.co/cnPm1MzpTP	728934480522706944	-0.974653959274292	0.092359758913517	0.0865396186709404	-0.0240788143128157	728934480522706944	4.6675	4.0775	4.925
728049379232370688	Romanian hacker ‘Guccifer’ claims he breached Hillary Clinton’s server https://t.co/4gRRhUzR7f	728049379232370688	-0.974653959274292	0.092359758913517	0.0865396186709404	-0.0240788143128157	728049379232370688	4.6675	4.0775	4.925
728088437585154049	Romanian hacker ‘Guccifer’ claims he breached Hillary Clinton’s server   https://t.co/kOwEwmWgNM	728088437585154049	-0.974653959274292	0.092359758913517	0.0865396186709404	-0.0240788143128157	728088437585154049	4.6675	4.0775	4.925
728331728474017792	State Department: No Reason to Believe Romanian Hacker Breached Clinton Server https://t.co/fVsl3tZFbS via @WeeklyStandard	728331728474017792	-0.972038626670837	0.0541924610733986	0.0776852369308472	-0.0223111398518085	728331728474017792	5.705	3.56666666667	5.33833333333
728367273778528256	More Trouble For Hillary! Romanian Hacker Says He Easily Breached Clinton’s Email Server #PopNews https://t.co/0LKl17cXfO	728367273778528256	-0.970525562763214	0.0657736584544182	0.0780894085764885	-0.0214694943279028	728367273778528256	4.71666666667	4.48833333333	5.16333333333
728061130564882432	Romanian hacker ‘Guccifer’ claims he breached Hillary Clinton’s server https://t.co/wc3DMTL7r2	728061130564882432	-0.970252454280853	0.100668221712112	0.0834605991840363	-0.0214330703020096	728061130564882432	4.6675	4.0775	4.925
728369652183621633	#Gossips #Showbiz More Trouble For Hillary! Romanian Hacker Says He Easily Breached Clinton’s Email Server  #News https://t.co/5b3TBtt5Mb	728369652183621633	-0.969626367092133	0.066689632833004	0.0774051547050476	-0.0209701415151358	728369652183621633	4.71666666667	4.48833333333	5.16333333333
728391637072650240	@wildauburnrebel @orcolvert @b0rg6of66 @DoubleD2k15 @totlth have you heard of the FBI investigation of emails and Clinton foundation ?	728391637072650240	-0.969199001789093	0.076062373816967	0.0785272866487503	-0.0207679849117994	728391637072650240	5.752	3.95	6.212
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
727261946219646976	Feelin the Bern — voting at Bernie Sanders Rally Indianapolis https://t.co/Z2a42GfYIW	727261946219646976	0.149770677089691	0.999898731708527	0.0507386289536953	0.0614203736186028	727261946219646976	4.975	5.2	6.205
730337579183144960	NOW - Bernie Sanders  Rally Salem OREGON https://t.co/FrFz4ksy5c via @YouTube  I'm feeling the bern, how 'bout you?	730337579183144960	0.121713265776634	0.999709963798523	0.0400044582784176	0.0630007907748222	730337579183144960	5.265	4.125	5.48
726576449663197185	The DNC Just Declared War on Bernie Sanders' Political Revolution https://t.co/ffzXMRmpdD	726576449663197185	0.120029479265213	0.999665439128876	0.0601160451769829	0.0331302247941494	726576449663197185	4.2025	5.0875	4.6775
728135636285165568	Bernie Sanders Rally Lexington Kentucky 5 4 16: https://t.co/cJ1QfbEudT via @YouTube	728135636285165568	0.119732543826103	0.999639511108398	0.0366029217839241	0.0701922178268433	728135636285165568	4.71	5.35	5.62
728314688484876288	📹 Bernie Sanders rally Charleston West Virginia https://t.co/eDqzVvBQvW	728314688484876288	0.120335727930069	0.999604344367981	0.0388435758650303	0.0644639581441879	728314688484876288	5.215	4.2	5.28
728033526742945796	Bernie Sanders Rally Lexington Kentucky (5-4-16): https://t.co/4Wwq0dW2BM via @YouTube	728033526742945796	0.116372816264629	0.999592125415802	0.0340719111263752	0.0715608671307564	728033526742945796	4.71	5.35	5.62
729960930826686464	Feelin' the Bern in Sacramento: At the Bernie Sanders rally https://t.co/iG6vCylfpk #FeelTheBern #Sanders2016	729960930826686464	0.11059296131134	0.999580442905426	0.0424383729696274	0.0573532655835152	729960930826686464	4.71	5.35	5.62
729885865342816256	Photo: Bernie Sanders at rally in Sacramento, Calif.: 'We are going to take political revolution to convention in Philadelphia' - TerryMcSw…	729885865342816256	0.110576286911964	0.999573230743408	0.0526902414858341	0.0418183244764805	729885865342816256	5.34625	4.51375	5.16125
730173925804539904	15,000 Feelin’ the Bern in Sacramento: At the Bernie Sanders rally https://t.co/qD2opZ9iI1	730173925804539904	0.107479222118855	0.999480068683624	0.0340292006731033	0.0712184906005859	730173925804539904	4.71	5.35	5.62
730227484046823424	Feelin it! @TNWomen4Bernie #FeelTheBern RT @NLRBEPolitics: LIVE HD STREAM - Bernie Sanders Rally Salem OREGON … https://t.co/pHgPUeCyv0	730227484046823424	0.109090723097324	0.999465465545654	0.0272605922073126	0.0796488001942635	730227484046823424	6.52	4.80333333333	5.73666666667
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
726554766923288576	Enough of these Mexican Flags in the USA! America First!🇺🇸 Trump 2016 https://t.co/1TesvOZlEd	726554766923288576	0.219836756587029	-0.341836750507355	0.999999582767487	-0.0790506303310394	726554766923288576	5.87	3.99	5.93333333333
729812934465970177	@leenjenny @MSR19_ @XxPLWxX @realDonaldTrump TRUMP WALL AMERICA-DEPORT! NO MUSLIM MIGRANTS! VOTE OUT ALL RINOS! MAKE AMERICA GREAT AGAIN!	729812934465970177	0.21648682653904	-0.326455146074295	0.999999523162842	-0.074502594769001	729812934465970177	5.614	3.818	5.948
727294071321059333	Please vote for Mr. Trump tomorrow!! Let's make America great again! No flag burning illegals sucking our tit anymore! #IndianaPrimary	727294071321059333	0.192150503396988	-0.283349841833115	0.999997735023499	-0.0676290988922119	727294071321059333	5.22888888889	4.43666666667	5.79888888889
727605919111118848	@DanScavino YUGE VICTORY in INDIANA 4 t next PRESIDENT of the United States of America DONALD J TRUMP get on board  🚄🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍💨	727605919111118848	0.170795395970345	-0.271523386240005	0.999998271465302	-0.0545164756476879	727605919111118848	5.684	4.226	5.642
726272317395898368	BUILD THE WALL & DEPORT ALL ILLEGALS! Take back America! VOTE TRUMP! @CAPrimary2016 @realDonaldTrump @Bikers4Trump https://t.co/e2VkrCKCqe	726272317395898368	0.194934412837029	-0.267458498477936	0.999996662139893	-0.0842071175575256	726272317395898368	4.5075	3.895	5.23375
727143795658252288	@realDonaldTrump If the Protesters or ANYONE can't respect the American Flag, then they can leave. Simple. America First VOTE TRUMP 2016	727143795658252288	0.196162804961205	-0.266297161579132	0.999998033046722	-0.0685874819755554	727143795658252288	6.03444444444	3.92	6.3
727252145473503233	#SleazyDonald RT rasalom666: I did NOT say Trump was pedophile! That was his good friend convicted pedophile Jeffrey Epstein whose blackboo…	727252145473503233	0.238218173384666	-0.265857309103012	-0.998639822006226	0.203193783760071	727252145473503233	4.734	4.129	5.363
730034872782303232	@mtoneyshae @9975Ts Get Aboard THE 2016 TRUMP TRAIN to help MAKE AMERICA GREAT AGAIN!!!	730034872782303232	0.194612830877304	-0.265780389308929	0.999999701976776	-0.0630441978573799	730034872782303232	6.195	3.85833333333	6.165
727301240691036160	THE AMERICAN PEOPLE HAVE SPOKEN! DONALD J TRUMP WILL B THE NEXT PRESIDENT OF THE USA. MAKE AMERICA GREAT AGAIN!✴✴✴✴✴ https://t.co/4H05Ze9RgO	727301240691036160	0.175403341650963	-0.264432638883591	0.999997317790985	-0.0679797679185867	727301240691036160	5.69714285714	3.72	5.83428571429
727277206938914817	MR TRUMP WE NEED THAT WALL, WE WANT THAT WALL, WE WILL BUILD THAT WALL AND KEEP THE DRUG CARTELS AND ILLEGALS ALIENS OUT, INDIANA VOTE TRUMP	727277206938914817	0.217022582888603	-0.252371191978455	0.999996721744537	-0.0940320640802383	727277206938914817	4.866	3.84866666667	5.08733333333
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
730034872782303232	@mtoneyshae @9975Ts Get Aboard THE 2016 TRUMP TRAIN to help MAKE AMERICA GREAT AGAIN!!!	730034872782303232	0.194612830877304	-0.265780389308929	0.999999701976776	-0.0630441978573799	730034872782303232	6.195	3.85833333333	6.165
726554766923288576	Enough of these Mexican Flags in the USA! America First!🇺🇸 Trump 2016 https://t.co/1TesvOZlEd	726554766923288576	0.219836756587029	-0.341836750507355	0.999999582767487	-0.0790506303310394	726554766923288576	5.87	3.99	5.93333333333
729812934465970177	@leenjenny @MSR19_ @XxPLWxX @realDonaldTrump TRUMP WALL AMERICA-DEPORT! NO MUSLIM MIGRANTS! VOTE OUT ALL RINOS! MAKE AMERICA GREAT AGAIN!	729812934465970177	0.21648682653904	-0.326455146074295	0.999999523162842	-0.074502594769001	729812934465970177	5.614	3.818	5.948
726245642050260992	@TSEPPIJR We got this 4 America #WeThePeople of Indiana LOVE Trump and are all aboard the #TrumpTrain @realDonaldTrump will #MAGA #UNITER	726245642050260992	0.168952584266663	-0.245485872030258	0.99999874830246	-0.0368842668831348	726245642050260992	5.954	3.738	5.908
727605919111118848	@DanScavino YUGE VICTORY in INDIANA 4 t next PRESIDENT of the United States of America DONALD J TRUMP get on board  🚄🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍🇺🇸👍💨	727605919111118848	0.170795395970345	-0.271523386240005	0.999998271465302	-0.0545164756476879	727605919111118848	5.684	4.226	5.642
727143795658252288	@realDonaldTrump If the Protesters or ANYONE can't respect the American Flag, then they can leave. Simple. America First VOTE TRUMP 2016	727143795658252288	0.196162804961205	-0.266297161579132	0.999998033046722	-0.0685874819755554	727143795658252288	6.03444444444	3.92	6.3
727639283859775489	@realDonaldTrump #INPrimary AMERICA LOVES DONALD J TRUMP NEXT POTUS!! THANK YOU INDIANA!! https://t.co/ICbxEdkpQb	727639283859775489	0.179386481642723	-0.251504600048065	0.999997913837433	-0.0773128345608711	727639283859775489	5.975	3.33	6.375
727294071321059333	Please vote for Mr. Trump tomorrow!! Let's make America great again! No flag burning illegals sucking our tit anymore! #IndianaPrimary	727294071321059333	0.192150503396988	-0.283349841833115	0.999997735023499	-0.0676290988922119	727294071321059333	5.22888888889	4.43666666667	5.79888888889
727301240691036160	THE AMERICAN PEOPLE HAVE SPOKEN! DONALD J TRUMP WILL B THE NEXT PRESIDENT OF THE USA. MAKE AMERICA GREAT AGAIN!✴✴✴✴✴ https://t.co/4H05Ze9RgO	727301240691036160	0.175403341650963	-0.264432638883591	0.999997317790985	-0.0679797679185867	727301240691036160	5.69714285714	3.72	5.83428571429
727277206938914817	MR TRUMP WE NEED THAT WALL, WE WANT THAT WALL, WE WILL BUILD THAT WALL AND KEEP THE DRUG CARTELS AND ILLEGALS ALIENS OUT, INDIANA VOTE TRUMP	727277206938914817	0.217022582888603	-0.252371191978455	0.999996721744537	-0.0940320640802383	727277206938914817	4.866	3.84866666667	5.08733333333
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
727252145473503233	#SleazyDonald RT rasalom666: I did NOT say Trump was pedophile! That was his good friend convicted pedophile Jeffrey Epstein whose blackboo…	727252145473503233	0.238218173384666	-0.265857309103012	-0.998639822006226	0.203193783760071	727252145473503233	4.734	4.129	5.363
728844795993423872	@MeghanMcCain republicans so deserve trump bankrupt ideology- voodoo economics principled conservatives  CONSERVATIVES CREATED TRUMP	728844795993423872	0.176425203680992	-0.200004279613495	-0.9969362616539	0.18296967446804	728844795993423872	4.85727272727	4.05	5.12909090909
726603233209233408	#SleazyDonald RT michael_scooter: Trump scammed his populist supporters too. What do you call those like Trump who accuse others of lying? …	726603233209233408	0.16981403529644	-0.182305872440338	-0.995400011539459	0.180317789316177	726603233209233408	4.645	4.068	5.474
729988362598109185	#DeliberateDeceptionTrump RT @gerfingerpoken2: #ArtoftheCon:Trump University Fraud Case goes to (cont) https://t.co/hUtZBjQh2P	729988362598109185	0.154422268271446	-0.196913540363312	-0.994575083255768	0.169480413198471	729988362598109185	4.936	4.35	5.296
726192040283897856	@rcasey2012 @Agent4Health Yeah, I would much rather have Accused Rapist Donald Trump. I mean he is so Conservative, what a guy.	726192040283897856	0.16540601849556	-0.147545099258423	-0.994438469409943	0.187202155590057	726192040283897856	4.62	4.07375	4.9175
728745982343544833	SAN DIEGO (AP) — Donald Trump will go to trial in a class-action lawsuit against his now-defunct Trump University after the president...	728745982343544833	0.153557509183884	-0.181781128048897	-0.994392216205597	0.151923820376396	728745982343544833	4.7875	4.22625	5.10375
726255457061507072	#SleazyDonald RT Conald_Drumpf: #SleazyDonald .massholeeddie Believe me.#NeverClown means NEVER! As in: Putin's Stooge Trump will NEVER be …	726255457061507072	0.169937029480934	-0.145912244915962	-0.994312465190887	0.186559751629829	726255457061507072	5.206	3.348	5.616
728636955538292736	@healybaum This conservative will never unite with a buffoon evil unqualified con artist Trump, who does not represent my conservatism.EVER	728636955538292736	0.160329595208168	-0.14356155693531	-0.994243919849396	0.170594722032547	728636955538292736	4.63909090909	4.02363636364	5.37363636364
726380290902482944	Donald Trump denies rape of teenage girl at 'sex party with convicted paedophile Jeffrey Epstein' - https://t.co/J0acSbNavs #GoogleAlerts	726380290902482944	0.155545383691788	-0.180211529135704	-0.994213581085205	0.168306037783623	726380290902482944	4.83375	5.665	4.88875
728320937569980417	I don't care what Rush or any of the foxnews trump lapdogs say, I will vote 3rd party because trump is a false conservative #nevertrump	728320937569980417	0.156658872961998	-0.154320284724236	-0.994089007377625	0.176493167877197	728320937569980417	5.52416666667	3.94083333333	6.03916666667
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
727252145473503233	#SleazyDonald RT rasalom666: I did NOT say Trump was pedophile! That was his good friend convicted pedophile Jeffrey Epstein whose blackboo…	727252145473503233	0.238218173384666	-0.265857309103012	-0.998639822006226	0.203193783760071	727252145473503233	4.734	4.129	5.363
728239482898632704	"""I mean this is a guy that’s taken Trump airlines bankrupt. Trump mortgage, was a disaster. Trump university was a fraud.” - Marco Rubio"	728239482898632704	0.152253091335297	-0.154000326991081	-0.992906033992767	0.190139949321747	728239482898632704	4.549375	4.2225	4.87
726192040283897856	@rcasey2012 @Agent4Health Yeah, I would much rather have Accused Rapist Donald Trump. I mean he is so Conservative, what a guy.	726192040283897856	0.16540601849556	-0.147545099258423	-0.994438469409943	0.187202155590057	726192040283897856	4.62	4.07375	4.9175
726255457061507072	#SleazyDonald RT Conald_Drumpf: #SleazyDonald .massholeeddie Believe me.#NeverClown means NEVER! As in: Putin's Stooge Trump will NEVER be …	726255457061507072	0.169937029480934	-0.145912244915962	-0.994312465190887	0.186559751629829	726255457061507072	5.206	3.348	5.616
727834653290172416	@BigBluetn65 @FredTanner1 We heard and I vote on morals and Principles I will never support Trump the GOP is Dead	727834653290172416	0.164019972085953	-0.122147619724274	-0.992814421653748	0.183869019150734	727834653290172416	5.37333333333	3.58777777778	5.78111111111
728844795993423872	@MeghanMcCain republicans so deserve trump bankrupt ideology- voodoo economics principled conservatives  CONSERVATIVES CREATED TRUMP	728844795993423872	0.176425203680992	-0.200004279613495	-0.9969362616539	0.18296967446804	728844795993423872	4.85727272727	4.05	5.12909090909
728941093279170564	@FemalesForTrump @seanhannity Never means Never. Principled conservatives will NEVER vote for trump. Get it?	728941093279170564	0.14318186044693	-0.10593306273222	-0.98986679315567	0.180368110537529	728941093279170564	4.635	3.735	5.65
726603233209233408	#SleazyDonald RT michael_scooter: Trump scammed his populist supporters too. What do you call those like Trump who accuse others of lying? …	726603233209233408	0.16981403529644	-0.182305872440338	-0.995400011539459	0.180317789316177	726603233209233408	4.645	4.068	5.474
727301217542508544	Family Values,that you can never Neutralize!The list is long &coarse.Why hasn't Trump sued Pedophile rape accuser? https://t.co/qEgpZl9h8d	727301217542508544	0.161569893360138	-0.194968491792679	-0.994004726409912	0.180023401975632	727301217542508544	4.793	4.455	5.277
727301003318464512	Family Values, that you can never Neutralize! The list is long &coarse.Why hasn't Trump sued Pedophile rape accuser? https://t.co/qEgpZl9h8d	727301003318464512	0.161569893360138	-0.194968491792679	-0.994004726409912	0.180023401975632	727301003318464512	4.82909090909	4.35545454545	5.29272727273
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
726956632987422720	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/ZgiQbafKMr	726956632987422720	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	726956632987422720	6.215	3.58	6.45
727654274235125760	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/YlOPZuZ0UE	727654274235125760	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	727654274235125760	6.215	3.58	6.45
726802758808915968	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/okgbVg1E9Q	726802758808915968	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	726802758808915968	6.215	3.58	6.45
726941771880493056	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/4yZlAyPZBM	726941771880493056	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	726941771880493056	6.215	3.58	6.45
726956530663219200	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/8MZ2bdkGgl	726956530663219200	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	726956530663219200	6.215	3.58	6.45
727220543913521152	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/TLBsdBIjYU	727220543913521152	-0.00615182192996144	0.016354026272893	0.00553205283358693	-1	727220543913521152	6.215	3.58	6.45
727385394350694400	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/c3C2cuj3JP	727385394350694400	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	727385394350694400	6.215	3.58	6.45
727492740125052929	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/N5SAiSn7gT	727492740125052929	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	727492740125052929	6.215	3.58	6.45
727127770610831361	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/QZvCrkxy6r	727127770610831361	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	727127770610831361	6.215	3.58	6.45
727005625050255360	Let's #EndTedTues to focus on #Trumping  https://t.co/yLtiEQBZGm  https://t.co/eXmPM49bzt	727005625050255360	-0.00152628007344902	0.00827353168278933	0.00601804349571466	-1	727005625050255360	6.215	3.58	6.45
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
726532855828983809	Vacation in #NewYork or #hawaii	726532855828983809	-0.117046013474464	0.231890648603439	-0.0343367010354996	0.0410540960729122	726532855828983809	8.53	5.22	7.11
726379353974648832	Off to #USA vacation! #NYC #Cleveland #California	726379353974648832	-0.0880384147167206	0.141803592443466	0.581763505935669	0.0322876833379269	726379353974648832	8.53	5.22	7.11
727719445108502528	Hillary vacations with Dr. Kissinger.  https://t.co/W2lIjopgBE	727719445108502528	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	727719445108502528	8.53	5.22	7.11
730232995915943936	HAPPINESS...... https://t.co/eD44JWZgp7	730232995915943936	-0.118873544037342	0.179478093981743	0.0934667810797691	0.0426269806921482	730232995915943936	8.48	6.5	7.05
727634591197102081	Happiness! https://t.co/cFP352d528	727634591197102081	-0.103394590318203	0.169313177466393	0.267573058605194	0.0410557985305786	727634591197102081	8.48	6.5	7.05
727758800279703553	YES, YES, YES 😭, TEARS OF HAPPINESS... #Trump2016🇺🇸 #DefeatHillary   https://t.co/tYbBoGThuZ	727758800279703553	-0.121205568313599	0.18379171192646	0.0593089014291763	0.0423088110983372	727758800279703553	8.48	6.5	7.05
730048231908986880	happiness~* #frower #movie #aquarium #USA https://t.co/A0me4SxRcL	730048231908986880	-0.115156635642052	0.171950563788414	0.188092201948166	0.04081105068326	730048231908986880	8.48	6.5	7.05
726210691921809408	📷 stylishblogger: Happiness 🍦🍦 @houseofherrera #lovelypepa #lovelypepatravels #newyork #chsummer by... https://t.co/Md3f2mpHWw	726210691921809408	-0.120975866913795	0.184703901410103	0.0301901455968618	0.0446892380714417	726210691921809408	8.48	6.5	7.05
728160120882888704	Happiness😊 #bistro #bistrot #restaurant #cafe #madrid #newyork #soon #proximamente #food #foodie https://t.co/VaRHQsmSOx	728160120882888704	-0.114934585988522	0.16746024787426	0.198685079813004	0.0406746044754982	728160120882888704	8.48	6.5	7.05
730233391413661696	HAPPINESS! https://t.co/eD44JWZgp7	730233391413661696	-0.106204628944397	0.170547738671303	0.246147632598877	0.041218888014555	730233391413661696	8.48	6.5	7.05
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
726954450351476736	@mrmrsnever @HillaryClinton @CruzWhobris @bluelighttv @graydaygamer @PattyMurray Pedophile Bernie Sanders	726954450351476736	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	726954450351476736	1.26	5.05	3.37
726443053917954048	@keksec__org @realDonaldTrump plz Kys. Your a pedophile	726443053917954048	-0.116872265934944	0.153960689902306	-0.186035290360451	0.0343481414020061	726443053917954048	1.26	5.05	3.37
728344588826587136	@BenSasse a pedophile? https://t.co/Ro8oIsTEPZ	728344588826587136	-0.108491688966751	0.161563321948051	-0.248685896396637	0.0403625071048737	728344588826587136	1.26	5.05	3.37
726916569536679936	@Biloximeemaw @realDonaldTrump :) pedophile.	726916569536679936	-0.0669891983270645	0.120801404118538	-0.56509792804718	0.0620396658778191	726916569536679936	1.26	5.05	3.37
726528538522836992	@Cernovich @HillaryClinton And a pedophile	726528538522836992	-0.0675787031650543	0.0985698848962784	-0.595900774002075	0.0562158115208149	726528538522836992	1.26	5.05	3.37
728306191856734209	@realDonaldTrump pedophile	728306191856734209	-0.100982643663883	0.126270994544029	-0.365275591611862	0.0365496017038822	728306191856734209	1.26	5.05	3.37
726873361171791874	Pedophile billy https://t.co/p1jvyTkxTq	726873361171791874	-0.108490213751793	0.148229494690895	-0.331593334674835	0.0365961007773876	726873361171791874	1.26	5.05	3.37
728065345425158144	@SoCalHeretic Or Chelsea, Hillary or Pedro the Pedophile.	728065345425158144	-0.117338992655277	0.166382282972336	-0.144171983003616	0.0371407680213451	728065345425158144	1.26	5.05	3.37
727890803746471936	@BretBaier @realDonaldTrump @RealBenCarson What!? The pedophile?	727890803746471936	-0.11458633095026	0.157444253563881	-0.225718423724174	0.0354746729135513	727890803746471936	1.26	5.05	3.37
728061954032439297	@castruita_c @ChuckNellis @pilgrimMindset @tedcruz @realDonaldTrump a pedophile as POTUS perhaps even a rapist	728061954032439297	-0.114124685525894	0.143345475196838	-0.18255840241909	0.0305386781692505	728061954032439297	1.28	5.69	2.79
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
728788642370605057	insanity https://t.co/D4DTVJlkLe	728788642370605057	-0.0983413830399513	0.157732650637627	-0.254633724689484	0.0435387007892132	728788642370605057	2.7	7.79	4.12
729797251543900160	Insanity abounds https://t.co/rFdO4tcoF9	729797251543900160	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	729797251543900160	2.7	7.79	4.12
727658795753570305	Insanity! https://t.co/1JGFRUJ2SD	727658795753570305	-0.118120521306992	0.180638432502747	-0.0822967886924744	0.0402037687599659	727658795753570305	2.7	7.79	4.12
728771285929627648	More insanity..... https://t.co/dGXnFx6bYu	728771285929627648	-0.114538565278053	0.159388318657875	-0.20022639632225	0.0364886447787285	728771285929627648	2.7	7.79	4.12
727601057858265089	@Reuters insanity in the USA	727601057858265089	-0.118181899189949	0.191118478775024	0.00598480040207505	0.0423734150826931	727601057858265089	2.7	7.79	4.12
730160009867366401	Insanity  https://t.co/4ckQXjbKPc	730160009867366401	-0.115921005606651	0.166088730096817	-0.116260372102261	0.0363140664994717	730160009867366401	2.7	7.79	4.12
727367608324911105	Insanity  https://t.co/mOwtUSY0Yl	727367608324911105	-0.0983413830399513	0.157732650637627	-0.254633724689484	0.0435387007892132	727367608324911105	2.7	7.79	4.12
726833545537282048	insanity  https://t.co/gDIRrKXDlI	726833545537282048	-0.0983413830399513	0.157732650637627	-0.254633724689484	0.0435387007892132	726833545537282048	2.7	7.79	4.12
726479775078948865	Insanity  https://t.co/VyXq9AMM3a	726479775078948865	-0.0983413830399513	0.157732650637627	-0.254633724689484	0.0435387007892132	726479775078948865	2.7	7.79	4.12
730374669111463937	* INSANITY .............................................................................................. https://t.co/qybRqH4H7d	730374669111463937	-0.119135417044163	0.195564165711403	-0.00913534127175808	0.0433586351573467	730374669111463937	2.7	7.79	4.12
id	text	tweet_id	hc	bs	dt	tc	tweet_id	valence	arousal	dominance
728011460622880769	Calm down https://t.co/ND68s88teq	728011460622880769	-0.119629554450512	0.193167358636856	0.0011079260148108	0.0434333495795727	728011460622880769	6.89	1.67	7.44
