('appreciate', 48.000000000000007)
('complexity', 48.000000000000007)
('trillions', 48.000000000000007)
('green', 48.000000000000007)
('suggest', 48.000000000000007)
('vfw', 48.000000000000007)
('fan', 48.000000000000007)
('order', 48.000000000000007)
('greed', 48.000000000000007)
('feedback', 48.000000000000007)
('office', 48.000000000000007)
('govern', 48.000000000000007)
('scrap', 48.000000000000007)
('japan', 48.000000000000007)
('hezbollah', 48.000000000000007)
('differently', 48.000000000000007)
('jihadis', 48.000000000000007)
('unemployed', 48.000000000000007)
('yourself', 48.000000000000007)
('shadows', 48.000000000000007)
('rhetoric', 48.000000000000007)
('reasonably', 48.000000000000007)
('classified', 48.000000000000007)
('backgrounds', 48.000000000000007)
('skills', 48.000000000000007)
('filling', 48.000000000000007)
('affiliate', 48.000000000000007)
('bond', 48.000000000000007)
('financial', 48.000000000000007)
('hosted', 48.000000000000007)
('substantially', 48.000000000000007)
('truman', 48.000000000000007)
('sounds', 48.000000000000007)
('network', 48.000000000000007)
('god', 48.000000000000007)
('crucial', 48.000000000000007)
('adapt', 48.000000000000007)
('foundation', 48.000000000000007)
('hillaryclinton', 48.000000000000007)
('vets', 48.000000000000007)
('enormous', 48.000000000000007)
('local', 48.000000000000007)
('levels', 48.000000000000007)
('isn', 48.000000000000007)
('repealed', 48.000000000000007)
('loud', 48.000000000000007)
('primary', 48.000000000000007)
('hook', 48.000000000000007)
('disappearing', 48.000000000000007)
('service', 48.000000000000007)
('engagement', 48.000000000000007)
('needed', 48.000000000000007)
('compromise', 48.000000000000007)
('percentage', 48.000000000000007)
('urban', 48.000000000000007)
('serve', 48.000000000000007)
('historical', 48.000000000000007)
('sees', 48.000000000000007)
('georgetown', 48.000000000000007)
('ran', 48.000000000000007)
('mind', 48.000000000000007)
('spent', 48.000000000000007)
('deposed', 48.000000000000007)
('however', 48.000000000000007)
('tricare', 48.000000000000007)
('electing', 48.000000000000007)
('faced', 48.000000000000007)
('reported', 48.000000000000007)
('players', 48.000000000000007)
('planned', 48.000000000000007)
('faces', 48.000000000000007)
('argue', 48.000000000000007)
('islamists', 48.000000000000007)
('legs', 48.000000000000007)
('hardworking', 48.000000000000007)
('258', 48.000000000000007)
('legalizing', 48.000000000000007)
('trust', 48.000000000000007)
('speak', 48.000000000000007)
('puts', 48.000000000000007)
('shouting', 48.000000000000007)
('lift', nan)
('in', 283.82608695651152)
('is', 252.00000000001128)
('it', 223.25581395350036)
('for', 160.86486486486689)
('fail', 144.00000000000006)
('marijuana', 144.00000000000006)
('evil', 144.00000000000006)
('raised', 144.00000000000006)
('isis', 144.00000000000003)
('people', 143.99999999999957)
('was', 134.0689655172435)
('do', 127.99999999999523)
('war', 113.99999999999986)
('fight', 107.99999999999997)
('has', 98.086956521738443)
('said', 96.00000000000081)
('critique', 96.000000000000028)
('laden', 96.000000000000014)
('attacked', 96.000000000000014)
('east', 96.000000000000014)
('mexico', 96.000000000000014)
('seattle', 96.000000000000014)
('things', 96.000000000000014)
('failing', 96.000000000000014)
('hearts', 96.000000000000014)
('investments', 96.000000000000014)
('unemployment', 96.000000000000014)
('arab', 96.000000000000014)
('vision', 96.000000000000014)
('underestimated', 96.000000000000014)
('offer', 96.000000000000014)
('differences', 96.000000000000014)
('candidate', 95.999999999999986)
('secretary', 88.258064516129494)
('security', 84.000000000000014)
('10', 79.999999999999972)
('right', 78.545454545455783)
('don', 77.999999999999247)
('best', 76.800000000000068)
('if', 74.482758620688386)
('just', 74.482758620688301)
('had', 73.411764705882135)
('bail', 72.000000000000014)
('bad', 72.000000000000014)
('drugs', 72.000000000000014)
('56', 72.000000000000014)
('old', 72.000000000000014)
('bottom', 72.000000000000014)
('away', 72.0)
('approach', 72.0)
('experience', 72.0)
('much', 71.999999999999901)
('legislation', 67.200000000000045)
('countries', 67.200000000000031)
('m', 64.941176470588118)
('yes', 64.000000000000298)
('unfortunately', 64.000000000000014)
('worked', 64.000000000000014)
('left', 64.000000000000014)
('yet', 64.000000000000014)
('disagreement', 64.000000000000014)
('50', 64.000000000000014)
('mistake', 64.0)
('year', 61.714285714285694)
('make', 61.333333333333542)
('been', 60.631578947368823)
('down', 60.000000000000092)
('came', 60.000000000000014)
('respond', 60.000000000000014)
('republicans', 60.000000000000014)
('human', 60.000000000000014)
('attacks', 60.000000000000014)
('super', 60.0)
('saying', 57.600000000000037)
('fair', 57.600000000000037)
('support', 57.599999999999916)
('deal', 56.000000000000036)
('way', 55.999999999999822)
('o', 51.200000000000152)
('everything', 48.000000000000057)
('stop', 48.000000000000036)
('three', 48.000000000000036)
('families', 48.000000000000036)
('citizens', 48.000000000000036)
('life', 48.000000000000028)
('possible', 48.000000000000028)
('seem', 48.000000000000021)
('responsible', 48.000000000000021)
('ending', 48.000000000000021)
('bush', 48.000000000000021)
('screening', 48.000000000000021)
('jail', 48.000000000000021)
('altogether', 48.000000000000021)
('kcci', 48.000000000000021)
('result', 48.000000000000021)
('aid', 48.000000000000021)
('aig', 48.000000000000021)
('expenses', 48.000000000000021)
('emergency', 48.000000000000021)
('showing', 48.000000000000021)
('opportunity', 48.000000000000021)
('greatest', 48.000000000000021)
('thanks', 48.000000000000021)
('belongs', 48.000000000000021)
('gave', 48.000000000000021)
('shadow', 48.000000000000021)
('county', 48.000000000000021)
('specific', 48.000000000000021)
('night', 48.000000000000021)
('somehow', 48.000000000000021)
('born', 48.000000000000021)
('donald', 48.000000000000021)
('enemies', 48.000000000000021)
('graduates', 48.000000000000021)
('efforts', 48.000000000000021)
('until', 48.000000000000021)
('seen', 48.000000000000014)
('forces', 48.000000000000014)
('respectfully', 48.000000000000014)
('quickly', 48.000000000000014)
('pick', 48.000000000000014)
('corporate', 48.000000000000014)
('election', 48.000000000000014)
('continue', 48.000000000000014)
('hear', 48.000000000000014)
('regulate', 48.000000000000007)
('affairs', 48.000000000000007)
('strength', 48.000000000000007)
('recommended', 48.000000000000007)
('exactly', 48.000000000000007)
('psychologically', 48.000000000000007)
('cordes', 48.000000000000007)
('germany', 48.000000000000007)
('underemployment', 48.000000000000007)
('grave', 48.000000000000007)
('neighborhoods', 48.000000000000007)
('interject', 48.000000000000007)
('tanzania', 48.000000000000007)
('dod', 48.000000000000007)
('accounted', 48.000000000000007)
('principle', 48.000000000000007)
('voting', 48.000000000000007)
('random', 48.000000000000007)
('qaeda', 48.000000000000007)
('radio', 48.000000000000007)
('lethal', 48.000000000000007)
('lessons', 48.000000000000007)
('touches', 48.000000000000007)
('proposed', 48.000000000000007)
('explain', 48.000000000000007)
('folks', 48.000000000000007)
('rice', 48.000000000000007)
('foremost', 48.000000000000007)
('criticized', 48.000000000000007)
('guatemala', 48.000000000000007)
('qaida', 48.000000000000007)
('ban', 48.000000000000007)
('ruins', 48.000000000000007)
('mandatory', 48.000000000000007)
('tattoos', 48.000000000000007)
('capacity', 48.000000000000007)
('lots', 48.000000000000007)
('score', 48.000000000000007)
('arcane', 48.000000000000007)
('sorts', 48.000000000000007)
('submarine', 48.000000000000007)
('stadium', 48.000000000000007)
('privilege', 48.000000000000007)
('duties', 48.000000000000007)
('defray', 48.000000000000007)
('prosperous', 48.000000000000007)
('worker', 48.000000000000007)
('chile', 48.000000000000007)
('child', 48.000000000000007)
('commerce', 48.000000000000007)
('information', 48.000000000000007)
('near', 48.000000000000007)
('ain', 48.000000000000007)
('suppose', 48.000000000000007)
('voice', 48.000000000000007)
('defeated', 48.000000000000007)
('ii', 48.000000000000007)
('superpacs', 48.000000000000007)
('campaigning', 48.000000000000007)
('specter', 48.000000000000007)
('democracies', 48.000000000000007)
('complex', 48.000000000000007)
('split', 48.000000000000007)
('evaluate', 48.000000000000007)
('several', 48.000000000000007)
('entitled', 48.000000000000007)
('independent', 48.000000000000007)
('inadvertently', 48.000000000000007)
('governors', 48.000000000000007)
('posed', 48.000000000000007)
('hang', 48.000000000000007)
('hand', 48.000000000000007)
('thoughts', 48.000000000000007)
('registering', 48.000000000000007)
('vermont', 48.000000000000007)
('game', 48.000000000000007)
('practices', 48.000000000000007)
('mother', 48.000000000000007)
('opinions', 48.000000000000007)
('unfair', 48.000000000000007)
('fighters', 48.000000000000007)
('tattooed', 48.000000000000007)
('previous', 48.000000000000007)
('hills', 48.000000000000007)
('legion', 48.000000000000007)
('board', 48.000000000000007)
('easy', 48.000000000000007)
('barker', 48.000000000000007)
('ops', 48.000000000000007)
('breaks', 48.000000000000007)
('background', 48.000000000000007)
('gunned', 48.000000000000007)
('vetting', 48.000000000000007)
('desire', 48.000000000000007)
('intertwined', 48.000000000000007)
('brutality', 48.000000000000007)
('51', 48.000000000000007)
('52', 48.000000000000007)
('remind', 48.000000000000007)
('steps', 48.000000000000007)
('hung', 48.000000000000007)
('proudly', 48.000000000000007)
('hoover', 48.000000000000007)
('maliki', 48.000000000000007)
('attendance', 48.000000000000007)
('paid', 48.000000000000007)
('plug', 48.000000000000007)
('dollars', 48.000000000000007)
('ptsd', 48.000000000000007)
('despair', 48.000000000000007)
('genocide', 48.000000000000007)
('banker', 48.000000000000007)
('islands', 48.000000000000007)
('managers', 48.000000000000007)
('civil', 48.000000000000007)
('pays', 48.000000000000007)
('son', 48.000000000000007)
('complaints', 48.000000000000007)
('rely', 48.000000000000007)
('flying', 48.000000000000007)
('perverting', 48.000000000000007)
('influencing', 48.000000000000007)
('extremism', 48.000000000000007)
('music', 48.000000000000007)
('happy', 48.000000000000007)
('form', 48.000000000000007)
('failure', 48.000000000000007)
('congratulations', 48.000000000000007)
('attached', 48.000000000000007)
('anyone', 48.000000000000007)
('lobbyists', 48.000000000000007)
('rebuttal', 48.000000000000007)
('west', 48.000000000000007)
('gives', 48.000000000000007)
('trayvon', 48.000000000000007)
('mostly', 48.000000000000007)
('short', 48.000000000000007)
('undoubtedly', 48.000000000000007)
('professionals', 48.000000000000007)
('television', 48.000000000000007)
('14', 48.000000000000007)
('16', 48.000000000000007)
('cards', 48.000000000000007)
('outcome', 48.000000000000007)
('proactive', 48.000000000000007)
('buries', 48.000000000000007)
('contentious', 48.000000000000007)
('san', 48.000000000000007)
('argument', 48.000000000000007)
('voices', 48.000000000000007)
('medical', 48.000000000000007)
('coal', 48.000000000000007)
('shocked', 48.000000000000007)
('potential', 48.000000000000007)
('destroy', 48.000000000000007)
('beirut', 48.000000000000007)
('opposite', 48.000000000000007)
('invasions', 48.000000000000007)
('buffet', 48.000000000000007)
('falls', 48.000000000000007)
('importantly', 48.000000000000007)
('pair', 48.000000000000007)
('underemployed', 48.000000000000007)
('pages', 48.000000000000007)
('forever', 48.000000000000007)
('especially', 48.000000000000007)
('later', 48.000000000000007)
('defeating', 48.000000000000007)
('wing', 48.000000000000007)
('future', 47.999999999999986)
('appear', nan)
('caucus', nan)
('libya', 240.00000000000014)
('borders', 192.00000000000009)
('affordable', 191.99999999999994)
('s', 169.0909090909216)
('on', 168.58536585366218)
('care', 167.99999999999994)
('muslims', 144.00000000000006)
('emergencies', 144.00000000000006)
('cap', 144.00000000000006)
('language', 144.00000000000006)
('donors', 144.00000000000006)
('african', 144.00000000000003)
('not', 128.4000000000037)
('so', 121.49999999999825)
('crisis', 120.00000000000003)
('gun', 120.00000000000001)
('veterans', 120.0)
('minute', 120.0)
('instability', 120.0)
('cannot', 120.0)
('65', 120.0)
('act', 119.99999999999999)
('think', 118.50000000000249)
('world', 117.81818181818176)
('t', 116.80000000000274)
('medicare', 112.0)
('pay', 102.85714285714293)
('middle', 102.85714285714285)
('can', 100.36363636363713)
('region', 96.000000000000085)
('wait', 96.000000000000028)
('million', 96.000000000000028)
('complicated', 96.000000000000028)
('corporations', 96.000000000000028)
('black', 96.000000000000028)
('provided', 96.000000000000028)
('vietnam', 96.000000000000014)
('head', 96.000000000000014)
('pell', 96.000000000000014)
('terror', 96.000000000000014)
('goes', 96.000000000000014)
('prescriptions', 96.000000000000014)
('afford', 96.000000000000014)
('challenges', 96.000000000000014)
('happen', 96.000000000000014)
('shot', 96.000000000000014)
('crime', 96.000000000000014)
('hedge', 96.000000000000014)
('turkey', 96.000000000000014)
('teddy', 96.000000000000014)
('pac', 96.000000000000014)
('iraqis', 96.000000000000014)
('grants', 96.000000000000014)
('hour', 95.999999999999972)
('going', 94.451612903225538)
('when', 93.599999999999696)
('class', 90.000000000000085)
('muslim', 86.400000000000048)
('how', 86.39999999999975)
('get', 85.565217391303435)
('ground', 84.000000000000014)
('tuition', 84.000000000000014)
('role', 84.0)
('your', 81.88235294117672)
('my', 81.39130434782615)
('did', 80.000000000000199)
('living', 80.000000000000028)
('seconds', 80.000000000000028)
('man', 80.000000000000014)
('cities', 80.000000000000014)
('donations', 80.000000000000014)
('talk', 79.999999999999901)
('senator', 79.999999999999744)
('steagall', 76.800000000000068)
('money', 76.799999999999841)
('or', 74.879999999999441)
('those', 74.666666666666785)
('revolution', 72.000000000000071)
('check', 72.000000000000014)
('regime', 72.000000000000014)
('row', 72.000000000000014)
('iraqi', 72.000000000000014)
('switch', 72.000000000000014)
('krueger', 72.000000000000014)
('killed', 72.000000000000014)
('calling', 72.000000000000014)
('couldn', 72.000000000000014)
('shoe', 72.000000000000014)
('infrastructure', 72.000000000000014)
('wealthiest', 72.000000000000014)
('different', 72.000000000000014)
('early', 72.000000000000014)
('oh', 72.000000000000014)
('afghanistan', 72.0)
('today', 71.999999999999972)
('international', 71.999999999999943)
('leadership', 71.999999999999929)
('first', 71.999999999999787)
('now', 71.172413793103161)
('these', 70.400000000000219)
('economy', 69.333333333333201)
('many', 69.000000000000014)
('one', 68.57142857142972)
('thank', 68.571428571428569)
('place', 68.571428571428513)
('come', 67.999999999999901)
('no', 67.200000000000628)
('her', 67.200000000000045)
('enough', 66.000000000000057)
('years', 65.454545454545524)
('neighbors', 64.000000000000014)
('92', 64.000000000000014)
('prevent', 64.000000000000014)
('organizations', 64.000000000000014)
('ours', 64.000000000000014)
('turn', 64.000000000000014)
('nearly', 64.000000000000014)
('ways', 64.000000000000014)
('rebuild', 64.000000000000014)
('costs', 64.000000000000014)
('term', 64.0)
('nation', 62.769230769230624)
('together', 62.399999999999885)
('where', 62.399999999999885)
('americans', 61.714285714285545)
('only', 61.71428571428536)
('happened', 61.090909090909221)
('change', 60.000000000000085)
('proud', 60.000000000000014)
('effort', 60.000000000000014)
('such', 60.000000000000014)
('increase', 60.000000000000014)
('policy', 60.000000000000014)
('jobs', 60.000000000000014)
('among', 60.000000000000014)
('billionaires', 60.000000000000014)
('former', 60.000000000000014)
('running', 60.000000000000014)
('wealth', 57.600000000000058)
('may', 57.600000000000037)
('mean', 57.600000000000037)
('federal', 57.60000000000003)
('same', 57.60000000000003)
('model', 57.60000000000003)
('working', 57.599999999999916)
('time', 57.599999999999888)
('being', 57.599999999999888)
('answer', 56.000000000000036)
('heard', 54.857142857142826)
('stand', 54.857142857142819)
('real', 53.333333333333321)
('making', 53.3333333333333)
('malley', 51.200000000000152)
('happening', 48.000000000000036)
('leave', 48.000000000000036)
('everybody', 48.000000000000036)
('finance', 48.000000000000036)
('show', 48.000000000000036)
('business', 48.000000000000036)
('industry', 48.000000000000036)
('diplomacy', 48.000000000000021)
('21st', 48.000000000000021)
('obamacare', 48.000000000000021)
('finally', 48.000000000000021)
('asking', 48.000000000000021)
('burlington', 48.000000000000021)
('join', 48.000000000000021)
('trouble', 48.000000000000021)
('exact', 48.000000000000021)
('grandparents', 48.000000000000021)
('inauguration', 48.000000000000021)
('understanding', 48.000000000000021)
('address', 48.000000000000021)
('along', 48.000000000000021)
('shootings', 48.000000000000021)
('love', 48.000000000000021)
('fbi', 48.000000000000021)
('market', 48.000000000000021)
('opposed', 48.000000000000021)
('trump', 48.000000000000021)
('performed', 48.000000000000021)
('1', 48.000000000000021)
('natural', 48.000000000000021)
('remember', 48.000000000000021)
('maybe', 48.000000000000021)
('indeed', 48.000000000000021)
('main', 48.000000000000021)
('wealthy', 48.000000000000021)
('significantly', 48.000000000000021)
('yeah', 48.000000000000021)
('tried', 48.000000000000021)
('george', 48.000000000000021)
('city', 48.000000000000021)
('gulf', 48.000000000000021)
('elected', 48.000000000000021)
('comes', 48.000000000000021)
('myself', 48.000000000000021)
('situation', 48.000000000000021)
('speech', 48.000000000000021)
('struggling', 48.000000000000021)
('week', 48.000000000000021)
('violent', 48.000000000000021)
('around', 48.000000000000021)
('sums', 48.000000000000021)
('inflation', 48.000000000000021)
('mom', 48.000000000000021)
('conservative', 48.000000000000021)
('broken', 48.000000000000021)
('discussed', 48.000000000000021)
('ideology', 48.000000000000021)
('apologize', 48.000000000000021)
('pharmaceutical', 48.000000000000021)
('brothers', 48.000000000000014)
('focus', 48.000000000000014)
('billionaire', 48.000000000000014)
('level', 48.000000000000014)
('says', 48.000000000000014)
('cost', 48.000000000000014)
('alone', 48.000000000000014)
('cases', 48.000000000000014)
('laughter', 48.000000000000014)
('council', 48.000000000000014)
('discussion', 48.000000000000014)
('watching', 48.000000000000014)
('group', 48.000000000000014)
('decades', 48.000000000000014)
('massive', 48.000000000000014)
('little', 48.000000000000014)
('median', 48.000000000000014)
('checks', 48.000000000000014)
('barbaric', 48.000000000000014)
('husband', 48.000000000000014)
('weapons', 48.000000000000014)
('according', 48.000000000000014)
('60', 48.000000000000014)
('dictator', 48.000000000000014)
('case', 48.000000000000014)
('commander', 48.000000000000014)
('emotional', 48.000000000000007)
('isil', 48.000000000000007)
('150', 48.000000000000007)
('inclusive', 48.000000000000007)
('request', 48.000000000000007)
('covers', 48.000000000000007)
('proves', 48.000000000000007)
('revitalize', 48.000000000000007)
('floating', 48.000000000000007)
('flood', 48.000000000000007)
('company', 48.000000000000007)
('picture', 48.000000000000007)
('intend', 48.000000000000007)
('welcome', 48.000000000000007)
('parenthood', 48.000000000000007)
('invested', 48.000000000000007)
('weekend', 48.000000000000007)
('billion', 48.000000000000007)
('younger', 48.000000000000007)
('excuse', 48.000000000000007)
('assume', 48.000000000000007)
('premiums', 48.000000000000007)
('serious', 48.000000000000007)
('laws', 48.000000000000007)
('restored', 48.000000000000007)
('cares', 48.000000000000007)
('leads', 48.000000000000007)
('unraveled', 48.000000000000007)
('battle', 48.000000000000007)
('chair', 48.000000000000007)
('empathize', 48.000000000000007)
('depend', 48.000000000000007)
('jvu', 48.000000000000007)
('carpenters', 48.000000000000007)
('brown', 48.000000000000007)
('refinance', 48.000000000000007)
('none', 48.000000000000007)
('vegas', 48.000000000000007)
('stays', 48.000000000000007)
('fifty', 48.000000000000007)
('governments', 48.000000000000007)
('turns', 48.000000000000007)
('proposals', 48.000000000000007)
('quick', 48.000000000000007)
('speculation', 48.000000000000007)
('tougher', 48.000000000000007)
('dealing', 48.000000000000007)
('targets', 48.000000000000007)
('substitute', 48.000000000000007)
('constitution', 48.000000000000007)
('realizing', 48.000000000000007)
('suspect', 48.000000000000007)
('staff', 48.000000000000007)
('satisfy', 48.000000000000007)
('victimized', 48.000000000000007)
('french', 48.000000000000007)
('water', 48.000000000000007)
('baseball', 48.000000000000007)
('groups', 48.000000000000007)
('buck', 48.000000000000007)
('enroll', 48.000000000000007)
('thirty', 48.000000000000007)
('canadian', 48.000000000000007)
('institute', 48.000000000000007)
('accomplished', 48.000000000000007)
('merely', 48.000000000000007)
('prefer', 48.000000000000007)
('sake', 48.000000000000007)
('france', 48.000000000000007)
('live', 48.000000000000007)
('commissioner', 48.000000000000007)
('sharing', 48.000000000000007)
('downtown', 48.000000000000007)
('carnival', 48.000000000000007)
('everywhere', 48.000000000000007)
('car', 48.000000000000007)
('originally', 48.000000000000007)
('soul', 48.000000000000007)
('values', 48.000000000000007)
('attain', 48.000000000000007)
('heart', 48.000000000000007)
('figure', 48.000000000000007)
('1980s', 48.000000000000007)
('allowed', 48.000000000000007)
('clothing', 48.000000000000007)
('nihilism', 48.000000000000007)
('rubio', 48.000000000000007)
('rubin', 48.000000000000007)
('absolute', 48.000000000000007)
('pathway', 48.000000000000007)
('armies', 48.000000000000007)
('influenced', 48.000000000000007)
('disgusted', 48.000000000000007)
('heartbreaking', 48.000000000000007)
('designed', 48.000000000000007)
('nomination', 48.000000000000007)
('grow', 48.000000000000007)
('classroom', 48.000000000000007)
('whenever', 48.000000000000007)
('pulled', 48.000000000000007)
('embassies', 48.000000000000007)
('seizing', 48.000000000000007)
('unacceptable', 48.000000000000007)
('brain', 48.000000000000007)
('equip', 48.000000000000007)
('cold', 48.000000000000007)
('still', 48.000000000000007)
('internationally', 48.000000000000007)
('oakley', 48.000000000000007)
('aumf', 48.000000000000007)
('stegall', 48.000000000000007)
('3', 48.000000000000007)
('matches', 48.000000000000007)
('maintaining', 48.000000000000007)
('administer', 48.000000000000007)
